,x_R_5,x_C_L,x_L_1,x_g_m,Q,wo,bandwidth,K_BP
115,200.00000000000003,2.782559402207126e-13,1.2915496650148827e-10,0.01291549665014884,0.192,88123715218.573,458083628404.707,3.466
116,200.00000000000003,2.782559402207126e-13,1.2915496650148827e-10,0.021544346900318832,0.226,72397105354.814,320855530613.568,6.981
117,200.00000000000003,2.782559402207126e-13,1.2915496650148827e-10,0.03593813663804626,0.264,58296594953.877,220678986239.695,12.307
118,200.00000000000003,2.782559402207126e-13,1.2915496650148827e-10,0.05994842503189409,0.304,46283150347.715,152383549131.223,19.953
119,200.00000000000003,2.782559402207126e-13,1.2915496650148827e-10,0.1,0.337,36400937992.932,107966195148.723,30.116
120,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.001,0.133,133991128127.695,1005130106637.911,-2.384
121,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.0016681005372000592,0.14,127101477546.815,908023341046.344,-1.978
122,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.0027825594022071257,0.15,117649597772.865,783141147815.837,-1.308
123,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.004641588833612777,0.165,105700578771.594,639070246952.297,-0.209
124,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.007742636826811269,0.187,91943708335.859,492292021554.845,1.571
125,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.01291549665014884,0.215,77542043643.887,360525946485.388,4.404
126,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.021544346900318832,0.25,63703845090.848,255011216184.386,8.784
127,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.03593813663804626,0.288,51296488113.234,177985437701.447,15.259
128,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.05994842503189409,0.325,40725587378.353,125473053260.637,24.232
129,200.00000000000003,2.782559402207126e-13,1.6681005372000558e-10,0.1,0.351,32030005947.042,91320534923.753,35.606
130,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.001,0.151,117901814277.815,779587828375.136,-3.073
131,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.0016681005372000592,0.159,111839455414.385,705078940009.331,-2.547
132,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.0027825594022071257,0.17,103522533322.182,609258290051.479,-1.681
133,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.004641588833612777,0.186,93008322129.428,498714368587.219,-0.268
134,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.007742636826811269,0.21,80903341704.065,386093148592.436,2.003
135,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.01291549665014884,0.239,68230992276.675,284990576408.7,5.572
136,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.021544346900318832,0.275,56054449407.472,204030354810.833,10.978
137,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.03593813663804626,0.311,45136936296.759,144929373583.497,18.74
138,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.05994842503189409,0.342,35835362434.306,104637233625.101,29.057
139,200.00000000000003,2.782559402207126e-13,2.1544346900318867e-10,0.1,0.359,28183924303.455,78432404737.309,41.457
140,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.001,0.171,103744464310.748,604958633407.112,-3.96
141,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.0016681005372000592,0.18,98410058079.61,547946460682.901,-3.277
142,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.0027825594022071257,0.192,91091810837.572,474627108243.731,-2.157
143,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.004641588833612777,0.21,81840119381.221,390041909318.331,-0.343
144,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.007742636826811269,0.234,71188674215.481,303867218115.977,2.546
145,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.01291549665014884,0.265,60037988274.336,226506282600.443,7.01
146,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.021544346900318832,0.3,49323573700.988,164557725337.491,13.612
147,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.03593813663804626,0.333,39717007795.161,119335263644.59,22.759
148,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.05994842503189409,0.356,31532343262.916,88504815182.412,34.354
149,200.00000000000003,2.782559402207126e-13,2.782559402207126e-10,0.1,0.362,24799670360.855,68453593596.279,47.5
150,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.001,0.194,91287092917.528,469749589807.529,-5.1
151,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.0016681005372000592,0.203,86593228618.194,426284488570.802,-4.213
152,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.0027825594022071257,0.216,80153737890.512,370387073613.551,-2.765
153,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.004641588833612777,0.235,72012966011.923,305900770798.788,-0.437
154,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.007742636826811269,0.261,62640519288.999,240202666373.391,3.22
155,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.01291549665014884,0.292,52828779353.126,181224017897.457,8.762
156,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.021544346900318832,0.324,43400924428.892,133995501876.354,16.716
157,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.03593813663804626,0.351,34947890522.072,99518673828.347,27.291
158,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.05994842503189409,0.365,27746019688.599,76014069468.422,39.999
159,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.1,0.359,21821789023.599,60727362533.445,53.543
160,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.001,0.22,80325570995.02,365062137778.322,-6.563
161,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.0016681005372000592,0.229,76195333981.582,332086042001.041,-5.407
162,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.0027825594022071257,0.243,70529080921.191,289677800517.98,-3.535
163,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.004641588833612777,0.263,63365832223.167,240753343023.663,-0.555
164,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.007742636826811269,0.289,55118805063.266,190909516084.934,4.052
165,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.01291549665014884,0.318,46485233902.054,146163604868.381,10.863
166,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.021544346900318832,0.346,38189451816.721,110332282188.41,20.302
167,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.03593813663804626,0.365,30751436720.556,84175408019.04,32.265
168,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.05994842503189409,0.368,24414348218.311,66342938692.475,45.83
169,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.1,0.351,19201484102.874,54745222417.491,59.394
170,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.001,0.249,70680280743.579,284006445639.684,-8.436
171,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.0016681005372000592,0.259,67045992085.171,259151605857.095,-6.929
172,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.0027825594022071257,0.273,62060128279.766,227187541504.486,-4.507
173,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.004641588833612777,0.293,55757024265.183,190312055677.291,-0.702
174,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.007742636826811269,0.318,48500279149.758,152743620011.638,5.064
175,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.01291549665014884,0.344,40903405253.5,119017600360.167,13.341
176,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.021544346900318832,0.365,33603759580.079,92010710568.729,24.344
177,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.03593813663804626,0.374,27058882417.556,72295674529.171,37.567
178,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.05994842503189409,0.365,21482735383.838,58854933362.2,51.661
179,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.1,0.337,16895818732.103,50113468580.997,64.884
180,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.001,0.281,62193172412.069,221247966942.155,-10.829
181,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.0016681005372000592,0.291,58995279891.698,202681120734.012,-8.86
182,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.0027825594022071257,0.305,54608105930.156,178803603429.001,-5.727
183,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.004641588833612777,0.324,49061862613.264,151257198777.313,-0.883
184,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.007742636826811269,0.346,42676488993.267,123193152765.104,6.279
185,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.01291549665014884,0.367,35991828391.298,97999434939.56,16.202
186,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.021544346900318832,0.38,29568705603.188,77824983053.97,28.782
187,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.03593813663804626,0.377,23809720642.994,63097628328.035,43.044
188,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.05994842503189409,0.356,18903143161.769,53057242779.244,57.306
189,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.1,0.32,14867011794.434,46527269798.281,69.885
190,200.00000000000003,2.782559402207126e-13,1e-09,0.001,0.317,54725174461.46,172656356106.341,-13.877
191,200.00000000000003,2.782559402207126e-13,1e-09,0.0016681005372000592,0.327,51911276740.874,158958074959.825,-11.297
192,200.00000000000003,2.782559402207126e-13,1e-09,0.0027825594022071257,0.34,48050903469.554,141341677352.06,-7.245
193,200.00000000000003,2.782559402207126e-13,1e-09,0.004641588833612777,0.357,43170638942.901,121018441447.352,-1.104
194,200.00000000000003,2.782559402207126e-13,1e-09,0.007742636826811269,0.374,37552004745.555,100313299169.854,7.711
195,200.00000000000003,2.782559402207126e-13,1e-09,0.01291549665014884,0.388,31670021185.774,81725832777.799,19.429
196,200.00000000000003,2.782559402207126e-13,1e-09,0.021544346900318832,0.389,26018170644.403,66841489426.881,33.511
197,200.00000000000003,2.782559402207126e-13,1e-09,0.03593813663804626,0.374,20950709949.853,55975915202.872,48.52
198,200.00000000000003,2.782559402207126e-13,1e-09,0.05994842503189409,0.342,16633301812.354,48568301517.44,62.602
199,200.00000000000003,2.782559402207126e-13,1e-09,0.1,0.299,13081818833.43,43750606321.949,74.32
200,200.00000000000003,7.742636826811278e-13,1e-10,0.001,0.062,103744464310.748,1668819249441.691,-0.516
201,200.00000000000003,7.742636826811278e-13,1e-10,0.0016681005372000592,0.065,98410058079.61,1502908405623.466,-0.429
202,200.00000000000003,7.742636826811278e-13,1e-10,0.0027825594022071257,0.071,91091810837.572,1289542118212.662,-0.285
203,200.00000000000003,7.742636826811278e-13,1e-10,0.004641588833612777,0.078,81840119381.221,1043391146276.703,-0.046
204,200.00000000000003,7.742636826811278e-13,1e-10,0.007742636826811269,0.09,71188674215.481,792614600672.68,0.351
205,200.00000000000003,7.742636826811278e-13,1e-10,0.01291549665014884,0.106,60037988274.336,567486922202.38,1.006
206,200.00000000000003,7.742636826811278e-13,1e-10,0.021544346900318832,0.127,49323573700.988,387210729983.99,2.079
207,200.00000000000003,7.742636826811278e-13,1e-10,0.03593813663804626,0.155,39717007795.161,255609066330.496,3.819
208,200.00000000000003,7.742636826811278e-13,1e-10,0.05994842503189409,0.19,31532343262.916,165889529690.523,6.587
209,200.00000000000003,7.742636826811278e-13,1e-10,0.1,0.231,24799670360.855,107538568238.237,10.866
210,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.001,0.071,91287092917.528,1292592053910.238,-0.666
211,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.0016681005372000592,0.074,86593228618.194,1164376741231.886,-0.554
212,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.0027825594022071257,0.08,80153737890.512,999488029766.06,-0.368
213,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.004641588833612777,0.089,72012966011.923,809263430176.734,-0.059
214,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.007742636826811269,0.102,62640519288.999,615464203634.047,0.452
215,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.01291549665014884,0.12,52828779353.126,441486330799.854,1.293
216,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.021544346900318832,0.144,43400924428.892,302169527739.846,2.664
217,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.03593813663804626,0.174,34947890522.072,200468228017.625,4.869
218,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.05994842503189409,0.212,27746019688.599,131133287763.484,8.333
219,200.00000000000003,7.742636826811278e-13,1.2915496650148827e-10,0.1,0.254,21821789023.599,86039871350.725,13.581
220,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.001,0.08,80325570995.02,1001292999973.262,-0.86
221,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.0016681005372000592,0.084,76195333981.582,902263968055.89,-0.715
222,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.0027825594022071257,0.091,70529080921.191,774909683068.676,-0.475
223,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.004641588833612777,0.101,63365832223.167,627986842491.45,-0.076
224,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.007742636826811269,0.115,55118805063.266,478303084834.491,0.581
225,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.01291549665014884,0.135,46485233902.054,343928648880.534,1.659
226,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.021544346900318832,0.162,38189451816.721,236325213310.665,3.406
227,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.03593813663804626,0.195,30751436720.556,157774679479.377,6.186
228,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.05994842503189409,0.234,24414348218.311,104222791892.897,10.484
229,200.00000000000003,7.742636826811278e-13,1.6681005372000558e-10,0.1,0.277,19201484102.874,69394211125.755,16.839
230,200.00000000000003,7.742636826811278e-13,2.1544346900318867e-10,0.001,0.091,70680280743.579,775750721710.487,-1.11
231,200.00000000000003,7.742636826811278e-13,2.1544346900318867e-10,0.0016681005372000592,0.096,67045992085.171,699319567018.878,-0.923
232,200.00000000000003,7.742636826811278e-13,2.1544346900318867e-10,0.0027825594022071257,0.103,62060128279.766,601026825304.318,-0.612
233,200.00000000000003,7.742636826811278e-13,2.1544346900318867e-10,0.004641588833612777,0.114,55757024265.183,487630964126.372,-0.098
