,x_R_1,x_C_L,x_L_L,x_g_m,x_r_o,x_C_3,Q,wo,bandwidth,K_BP
152,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.0027825594022071257,100000.0,1e-13,5056.211,85768801946.128,16963057.169,55851.188
153,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.004641588833612777,100000.0,1e-13,6262.445,85768801946.128,13695737.864,93031.777
154,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.007742636826811269,100000.0,1e-13,8274.563,85768801946.128,10365356.783,155052.737
155,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.01291549665014884,100000.0,1e-13,11630.98,85768801946.128,7374168.382,258509.933
156,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.021544346900318832,100000.0,1e-13,17229.819,85768801946.128,4977928.139,431086.938
157,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.03593813663804626,100000.0,1e-13,26569.247,85768801946.128,3228123.219,718962.733
158,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.05994842503189409,100000.0,1e-13,42148.351,85768801946.128,2034926.656,1199168.501
159,200.00000000000003,2.782559402207126e-13,3.593813663804626e-10,0.1,100000.0,1e-13,68135.862,85768801946.128,1258790.883,2000200.0
160,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.001,100000.0,1e-13,3431.342,75469902367.312,21994281.304,20200.0
161,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.0016681005372000592,100000.0,1e-13,3812.787,75469902367.312,19793896.468,33562.011
162,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.0027825594022071257,100000.0,1e-13,4449.074,75469902367.312,16963057.169,55851.188
163,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.004641588833612777,100000.0,1e-13,5510.466,75469902367.312,13695737.864,93031.777
164,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.007742636826811269,100000.0,1e-13,7280.975,75469902367.312,10365356.783,155052.737
165,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.01291549665014884,100000.0,1e-13,10234.361,75469902367.312,7374168.382,258509.933
166,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.021544346900318832,100000.0,1e-13,15160.906,75469902367.312,4977928.139,431086.938
167,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.03593813663804626,100000.0,1e-13,23378.879,75469902367.312,3228123.219,718962.733
168,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.05994842503189409,100000.0,1e-13,37087.284,75469902367.312,2034926.656,1199168.501
169,200.00000000000003,2.782559402207126e-13,4.6415888336127727e-10,0.1,100000.0,1e-13,59954.281,75469902367.312,1258790.883,2000200.0
170,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.001,100000.0,1e-13,3019.315,66407668453.957,21994281.304,20200.0
171,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.0016681005372000592,100000.0,1e-13,3354.957,66407668453.957,19793896.468,33562.011
172,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.0027825594022071257,100000.0,1e-13,3914.841,66407668453.957,16963057.169,55851.188
173,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.004641588833612777,100000.0,1e-13,4848.784,66407668453.957,13695737.864,93031.777
174,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.007742636826811269,100000.0,1e-13,6406.694,66407668453.957,10365356.783,155052.737
175,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.01291549665014884,100000.0,1e-13,9005.445,66407668453.957,7374168.382,258509.933
176,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.021544346900318832,100000.0,1e-13,13340.423,66407668453.957,4977928.139,431086.938
177,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.03593813663804626,100000.0,1e-13,20571.603,66407668453.957,3228123.219,718962.733
178,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.05994842503189409,100000.0,1e-13,32633.937,66407668453.957,2034926.656,1199168.501
179,200.00000000000003,2.782559402207126e-13,5.994842503189421e-10,0.1,100000.0,1e-13,52755.123,66407668453.957,1258790.883,2000200.0
180,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.001,100000.0,1e-13,2656.764,58433604538.5,21994281.304,20200.0
181,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.0016681005372000592,100000.0,1e-13,2952.102,58433604538.5,19793896.468,33562.011
182,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.0027825594022071257,100000.0,1e-13,3444.757,58433604538.5,16963057.169,55851.188
183,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.004641588833612777,100000.0,1e-13,4266.554,58433604538.5,13695737.864,93031.777
184,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.007742636826811269,100000.0,1e-13,5637.394,58433604538.5,10365356.783,155052.737
185,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.01291549665014884,100000.0,1e-13,7924.094,58433604538.5,7374168.382,258509.933
186,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.021544346900318832,100000.0,1e-13,11738.539,58433604538.5,4977928.139,431086.938
187,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.03593813663804626,100000.0,1e-13,18101.417,58433604538.5,3228123.219,718962.733
188,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.05994842503189409,100000.0,1e-13,28715.337,58433604538.5,2034926.656,1199168.501
189,200.00000000000003,2.782559402207126e-13,7.742636826811277e-10,0.1,100000.0,1e-13,46420.422,58433604538.5,1258790.883,2000200.0
190,200.00000000000003,2.782559402207126e-13,1e-09,0.001,100000.0,1e-13,2337.746,51417045935.428,21994281.304,20200.0
191,200.00000000000003,2.782559402207126e-13,1e-09,0.0016681005372000592,100000.0,1e-13,2597.621,51417045935.428,19793896.468,33562.011
