Freq.	V(ideal_out)	V(lpf_3rd_lt1818)
1.12201845430199e+06	(6.07667492331150e+01dB,-7.43012289842267e+00°)	(6.11117541022077e+01dB,-8.24930219258016e+00°)
1.13501081567235e+06	(6.07660400225995e+01dB,-7.51596973456239e+00°)	(6.11110153603643e+01dB,-8.34460469991462e+00°)
1.14815362149691e+06	(6.07653143575262e+01dB,-7.60280397853180e+00°)	(6.11102594935891e+01dB,-8.44100306203491e+00°)
1.16144861384038e+06	(6.07645718576722e+01dB,-7.69063683157411e+00°)	(6.11094861068616e+01dB,-8.53850969975863e+00°)
1.17489755493956e+06	(6.07638121341009e+01dB,-7.77947961654945e+00°)	(6.11086947961408e+01dB,-8.63713716840166e+00°)
1.18850222743705e+06	(6.07630347889658e+01dB,-7.86934377906371e+00°)	(6.11078851481639e+01dB,-8.73689815901429e+00°)
1.20226443461745e+06	(6.07622394153096e+01dB,-7.96024088860075e+00°)	(6.11070567402398e+01dB,-8.83780549962079e+00°)
1.21618600064640e+06	(6.07614255968600e+01dB,-8.05218263965794e+00°)	(6.11062091400394e+01dB,-8.93987215646188e+00°)
1.23026877081242e+06	(6.07605929078196e+01dB,-8.14518085288456e+00°)	(6.11053419053799e+01dB,-9.04311123524013e+00°)
1.24451461177142e+06	(6.07597409126524e+01dB,-8.23924747622299e+00°)	(6.11044545840060e+01dB,-9.14753598236766e+00°)
1.25892541179420e+06	(6.07588691658653e+01dB,-8.33439458605203e+00°)	(6.11035467133657e+01dB,-9.25315978621586e+00°)
1.27350308101670e+06	(6.07579772117849e+01dB,-8.43063438833240e+00°)	(6.11026178203811e+01dB,-9.35999617836679e+00°)
1.28824955169317e+06	(6.07570645843293e+01dB,-8.52797921975375e+00°)	(6.11016674212154e+01dB,-9.46805883486567e+00°)
1.30316677845234e+06	(6.07561308067755e+01dB,-8.62644154888297e+00°)	(6.11006950210338e+01dB,-9.57736157747446e+00°)
1.31825673855645e+06	(6.07551753915216e+01dB,-8.72603397731342e+00°)	(6.10997001137603e+01dB,-9.68791837492549e+00°)
1.33352143216336e+06	(6.07541978398434e+01dB,-8.82676924081460e+00°)	(6.10986821818290e+01dB,-9.79974334417520e+00°)
1.34896288259169e+06	(6.07531976416469e+01dB,-8.92866021048192e+00°)	(6.10976406959303e+01dB,-9.91285075165729e+00°)
1.36458313658896e+06	(6.07521742752146e+01dB,-9.03171989388607e+00°)	(6.10965751147514e+01dB,-1.00272550145347e+01°)
1.38038426460293e+06	(6.07511272069465e+01dB,-9.13596143622161e+00°)	(6.10954848847128e+01dB,-1.01429707019503e+01°)
1.39636836105598e+06	(6.07500558910966e+01dB,-9.24139812145420e+00°)	(6.10943694396971e+01dB,-1.02600125362748e+01°)
1.41253754462280e+06	(6.07489597695023e+01dB,-9.34804337346606e+00°)	(6.10932282007748e+01dB,-1.03783953943530e+01°)
1.42889395851115e+06	(6.07478382713094e+01dB,-9.45591075719915e+00°)	(6.10920605759220e+01dB,-1.04981343087457e+01°)
1.44543977074597e+06	(6.07466908126909e+01dB,-9.56501397979546e+00°)	(6.10908659597345e+01dB,-1.06192444689686e+01°)
1.46217717445676e+06	(6.07455167965592e+01dB,-9.67536689173390e+00°)	(6.10896437331342e+01dB,-1.07417412227258e+01°)
1.47910838816825e+06	(6.07443156122739e+01dB,-9.78698348796325e+00°)	(6.10883932630709e+01dB,-1.08656400771393e+01°)
1.49623565609448e+06	(6.07430866353416e+01dB,-9.89987790903038e+00°)	(6.10871139022174e+01dB,-1.09909566999715e+01°)
1.51356124843625e+06	(6.07418292271112e+01dB,-1.00140644422035e+01°)	(6.10858049886585e+01dB,-1.11177069208416e+01°)
1.53108746168208e+06	(6.07405427344614e+01dB,-1.01295575225891e+01°)	(6.10844658455740e+01dB,-1.12459067324350e+01°)
1.54881661891253e+06	(6.07392264894833e+01dB,-1.02463717342429e+01°)	(6.10830957809148e+01dB,-1.13755722917042e+01°)
1.56675107010820e+06	(6.07378798091546e+01dB,-1.03645218112732e+01°)	(6.10816940870736e+01dB,-1.15067199210610e+01°)
1.58489319246116e+06	(6.07365019950089e+01dB,-1.04840226389359e+01°)	(6.10802600405475e+01dB,-1.16393661095588e+01°)
1.60324539069009e+06	(6.07350923327973e+01dB,-1.06048892547218e+01°)	(6.10787929015954e+01dB,-1.17735275140649e+01°)
1.62181009735898e+06	(6.07336500921431e+01dB,-1.07271368494329e+01°)	(6.10772919138880e+01dB,-1.19092209604209e+01°)
1.64058977319959e+06	(6.07321745261896e+01dB,-1.08507807682499e+01°)	(6.10757563041506e+01dB,-1.20464634445906e+01°)
1.65958690743761e+06	(6.07306648712412e+01dB,-1.09758365117870e+01°)	(6.10741852817994e+01dB,-1.21852721337955e+01°)
1.67880401812261e+06	(6.07291203463967e+01dB,-1.11023197371358e+01°)	(6.10725780385710e+01dB,-1.23256643676347e+01°)
1.69824365246180e+06	(6.07275401531752e+01dB,-1.12302462588953e+01°)	(6.10709337481438e+01dB,-1.24676576591907e+01°)
1.71790838715764e+06	(6.07259234751350e+01dB,-1.13596320501887e+01°)	(6.10692515657531e+01dB,-1.26112696961184e+01°)
1.73780082874943e+06	(6.07242694774846e+01dB,-1.14904932436644e+01°)	(6.10675306277980e+01dB,-1.27565183417162e+01°)
1.75792361395875e+06	(6.07225773066859e+01dB,-1.16228461324819e+01°)	(6.10657700514417e+01dB,-1.29034216359794e+01°)
1.77827941003898e+06	(6.07208460900499e+01dB,-1.17567071712801e+01°)	(6.10639689342031e+01dB,-1.30519977966332e+01°)
1.79887091512884e+06	(6.07190749353240e+01dB,-1.18920929771277e+01°)	(6.10621263535419e+01dB,-1.32022652201448e+01°)
1.81970085861004e+06	(6.07172629302715e+01dB,-1.20290203304542e+01°)	(6.10602413664349e+01dB,-1.33542424827139e+01°)
1.84077200146901e+06	(6.07154091422426e+01dB,-1.21675061759610e+01°)	(6.10583130089455e+01dB,-1.35079483412389e+01°)
1.86208713666293e+06	(6.07135126177380e+01dB,-1.23075676235101e+01°)	(6.10563402957840e+01dB,-1.36634017342588e+01°)
1.88364908948986e+06	(6.07115723819624e+01dB,-1.24492219489907e+01°)	(6.10543222198605e+01dB,-1.38206217828689e+01°)
1.90546071796331e+06	(6.07095874383711e+01dB,-1.25924865951612e+01°)	(6.10522577518302e+01dB,-1.39796277916086e+01°)
1.92752491319100e+06	(6.07075567682071e+01dB,-1.27373791724658e+01°)	(6.10501458396290e+01dB,-1.41404392493204e+01°)
1.94984459975811e+06	(6.07054793300291e+01dB,-1.28839174598242e+01°)	(6.10479854080022e+01dB,-1.43030758299784e+01°)
1.97242273611492e+06	(6.07033540592316e+01dB,-1.30321194053934e+01°)	(6.10457753580239e+01dB,-1.44675573934840e+01°)
1.99526231496894e+06	(6.07011798675548e+01dB,-1.31820031272991e+01°)	(6.10435145666080e+01dB,-1.46339039864291e+01°)
2.01836636368163e+06	(6.06989556425863e+01dB,-1.33335869143366e+01°)	(6.10412018860111e+01dB,-1.48021358428224e+01°)
2.04173794466959e+06	(6.06966802472531e+01dB,-1.34868892266377e+01°)	(6.10388361433261e+01dB,-1.49722733847801e+01°)
2.06538015581060e+06	(6.06943525193038e+01dB,-1.36419286963048e+01°)	(6.10364161399671e+01dB,-1.51443372231765e+01°)
2.08929613085411e+06	(6.06919712707827e+01dB,-1.37987241280071e+01°)	(6.10339406511464e+01dB,-1.53183481582546e+01°)
2.11348903983671e+06	(6.06895352874922e+01dB,-1.39572944995405e+01°)	(6.10314084253410e+01dB,-1.54943271801942e+01°)
2.13796208950230e+06	(6.06870433284477e+01dB,-1.41176589623469e+01°)	(6.10288181837514e+01dB,-1.56722954696352e+01°)
2.16271852372709e+06	(6.06844941253212e+01dB,-1.42798368419922e+01°)	(6.10261686197513e+01dB,-1.58522743981549e+01°)
2.18776162394962e+06	(6.06818863818753e+01dB,-1.44438476386014e+01°)	(6.10234583983273e+01dB,-1.60342855286966e+01°)
2.21309470960571e+06	(6.06792187733877e+01dB,-1.46097110272483e+01°)	(6.10206861555104e+01dB,-1.62183506159477e+01°)
2.23872113856841e+06	(6.06764899460650e+01dB,-1.47774468582976e+01°)	(6.10178504977978e+01dB,-1.64044916066655e+01°)
2.26464430759313e+06	(6.06736985164466e+01dB,-1.49470751576980e+01°)	(6.10149500015659e+01dB,-1.65927306399476e+01°)
2.29086765276785e+06	(6.06708430707981e+01dB,-1.51186161272236e+01°)	(6.10119832124736e+01dB,-1.67830900474457e+01°)
2.31739464996855e+06	(6.06679221644947e+01dB,-1.52920901446625e+01°)	(6.10089486448565e+01dB,-1.69755923535199e+01°)
2.34422881532000e+06	(6.06649343213937e+01dB,-1.54675177639484e+01°)	(6.10058447811118e+01dB,-1.71702602753307e+01°)
2.37137370566173e+06	(6.06618780331967e+01dB,-1.56449197152347e+01°)	(6.10026700710740e+01dB,-1.73671167228678e+01°)
2.39883291901957e+06	(6.06587517588014e+01dB,-1.58243169049086e+01°)	(6.09994229313808e+01dB,-1.75661847989112e+01°)
2.42661009508249e+06	(6.06555539236419e+01dB,-1.60057304155408e+01°)	(6.09961017448303e+01dB,-1.77674877989234e+01°)
2.45470891568511e+06	(6.06522829190197e+01dB,-1.61891815057716e+01°)	(6.09927048597282e+01dB,-1.79710492108702e+01°)
2.48313310529565e+06	(6.06489371014223e+01dB,-1.63746916101275e+01°)	(6.09892305892264e+01dB,-1.81768927149657e+01°)
2.51188643150966e+06	(6.06455147918323e+01dB,-1.65622823387679e+01°)	(6.09856772106517e+01dB,-1.83850421833416e+01°)
2.54097270554939e+06	(6.06420142750246e+01dB,-1.67519754771587e+01°)	(6.09820429648254e+01dB,-1.85955216796348e+01°)
2.57039578276895e+06	(6.06384337988535e+01dB,-1.69437929856691e+01°)	(6.09783260553740e+01dB,-1.88083554584930e+01°)
2.60015956316536e+06	(6.06347715735284e+01dB,-1.71377569990900e+01°)	(6.09745246480304e+01dB,-1.90235679649943e+01°)
2.63026799189547e+06	(6.06310257708789e+01dB,-1.73338898260708e+01°)	(6.09706368699260e+01dB,-1.92411838339771e+01°)
2.66072505979890e+06	(6.06271945236080e+01dB,-1.75322139484705e+01°)	(6.09666608088741e+01dB,-1.94612278892788e+01°)
2.69153480392700e+06	(6.06232759245361e+01dB,-1.77327520206218e+01°)	(6.09625945126441e+01dB,-1.96837251428793e+01°)
2.72270130807800e+06	(6.06192680258320e+01dB,-1.79355268685040e+01°)	(6.09584359882270e+01dB,-1.99087007939455e+01°)
2.75422870333826e+06	(6.06151688382347e+01dB,-1.81405614888215e+01°)	(6.09541832010921e+01dB,-2.01361802277748e+01°)
2.78612116862986e+06	(6.06109763302631e+01dB,-1.83478790479852e+01°)	(6.09498340744357e+01dB,-2.03661890146340e+01°)
2.81838293126455e+06	(6.06066884274156e+01dB,-1.85575028809927e+01°)	(6.09453864884200e+01dB,-2.05987529084889e+01°)
2.85101826750400e+06	(6.06023030113584e+01dB,-1.87694564902046e+01°)	(6.09408382794057e+01dB,-2.08338978456233e+01°)
2.88403150312670e+06	(6.05978179191034e+01dB,-1.89837635440132e+01°)	(6.09361872391748e+01dB,-2.10716499431421e+01°)
2.91742701400126e+06	(6.05932309421753e+01dB,-1.92004478753995e+01°)	(6.09314311141465e+01dB,-2.13120354973561e+01°)
2.95120922666648e+06	(6.05885398257682e+01dB,-1.94195334803760e+01°)	(6.09265676045851e+01dB,-2.15550809820439e+01°)
2.98538261891806e+06	(6.05837422678916e+01dB,-1.96410445163102e+01°)	(6.09215943638006e+01dB,-2.18008130465886e+01°)
3.01995172040212e+06	(6.05788359185062e+01dB,-1.98650053001262e+01°)	(6.09165089973422e+01dB,-2.20492585139840e+01°)
3.05492111321562e+06	(6.05738183786496e+01dB,-2.00914403063799e+01°)	(6.09113090621844e+01dB,-2.23004443787078e+01°)
3.09029543251370e+06	(6.05686871995517e+01dB,-2.03203741652041e+01°)	(6.09059920659073e+01dB,-2.25543978044571e+01°)
3.12607936712406e+06	(6.05634398817405e+01dB,-2.05518316601197e+01°)	(6.09005554658699e+01dB,-2.28111461217434e+01°)
3.16227766016849e+06	(6.05580738741384e+01dB,-2.07858377257082e+01°)	(6.08949966683777e+01dB,-2.30707168253418e+01°)
3.19889510969151e+06	(6.05525865731482e+01dB,-2.10224174451422e+01°)	(6.08893130278449e+01dB,-2.33331375715916e+01°)
3.23593656929639e+06	(6.05469753217312e+01dB,-2.12615960475696e+01°)	(6.08835018459512e+01dB,-2.35984361755441e+01°)
3.27340694878849e+06	(6.05412374084749e+01dB,-2.15033989053469e+01°)	(6.08775603707936e+01dB,-2.38666406079530e+01°)
3.31131121482603e+06	(6.05353700666532e+01dB,-2.17478515311172e+01°)	(6.08714857960340e+01dB,-2.41377789921041e+01°)
3.34965439157839e+06	(6.05293704732779e+01dB,-2.19949795747290e+01°)	(6.08652752600435e+01dB,-2.44118796004795e+01°)
3.38844156139214e+06	(6.05232357481411e+01dB,-2.22448088199914e+01°)	(6.08589258450417e+01dB,-2.46889708512535e+01°)
3.42767786546462e+06	(6.05169629528519e+01dB,-2.24973651812604e+01°)	(6.08524345762350e+01dB,-2.49690813046143e+01°)
3.46736850452544e+06	(6.05105490898634e+01dB,-2.27526746998528e+01°)	(6.08457984209511e+01dB,-2.52522396589086e+01°)
3.50751873952580e+06	(6.05039911014949e+01dB,-2.30107635402824e+01°)	(6.08390142877724e+01dB,-2.55384747466054e+01°)
3.54813389233588e+06	(6.04972858689456e+01dB,-2.32716579863144e+01°)	(6.08320790256679e+01dB,-2.58278155300730e+01°)
3.58921934645018e+06	(6.04904302113040e+01dB,-2.35353844368327e+01°)	(6.08249894231251e+01dB,-2.61202910971673e+01°)
3.63078054770114e+06	(6.04834208845503e+01dB,-2.38019694015163e+01°)	(6.08177422072810e+01dB,-2.64159306566261e+01°)
3.67282300498098e+06	(6.04762545805543e+01dB,-2.40714394963192e+01°)	(6.08103340430550e+01dB,-2.67147635332648e+01°)
3.71535229097186e+06	(6.04689279260688e+01dB,-2.43438214387492e+01°)	(6.08027615322828e+01dB,-2.70168191629715e+01°)
3.75837404288457e+06	(6.04614374817186e+01dB,-2.46191420429418e+01°)	(6.07950212128525e+01dB,-2.73221270874948e+01°)
3.80189396320575e+06	(6.04537797409865e+01dB,-2.48974282145233e+01°)	(6.07871095578446e+01dB,-2.76307169490231e+01°)
3.84591782045367e+06	(6.04459511291965e+01dB,-2.51787069452579e+01°)	(6.07790229746748e+01dB,-2.79426184845487e+01°)
3.89045144994294e+06	(6.04379480024942e+01dB,-2.54630053074766e+01°)	(6.07707578042426e+01dB,-2.82578615200156e+01°)
3.93550075455791e+06	(6.04297666468271e+01dB,-2.57503504482792e+01°)	(6.07623103200855e+01dB,-2.85764759642451e+01°)
3.98107170553511e+06	(6.04214032769230e+01dB,-2.60407695835087e+01°)	(6.07536767275396e+01dB,-2.88984918026364e+01°)
4.02717034325473e+06	(6.04128540352693e+01dB,-2.63342899914896e+01°)	(6.07448531629082e+01dB,-2.92239390906388e+01°)
4.07380277804127e+06	(6.04041149910930e+01dB,-2.66309390065291e+01°)	(6.07358356926391e+01dB,-2.95528479469916e+01°)
4.12097519097345e+06	(6.03951821393424e+01dB,-2.69307440121727e+01°)	(6.07266203125116e+01dB,-2.98852485467283e+01°)
4.16869383470350e+06	(6.03860513996717e+01dB,-2.72337324342128e+01°)	(6.07172029468348e+01dB,-3.02211711139425e+01°)
4.21696503428597e+06	(6.03767186154291e+01dB,-2.75399317334443e+01°)	(6.07075794476575e+01dB,-3.05606459143109e+01°)
4.26579518801608e+06	(6.03671795526496e+01dB,-2.78493693981616e+01°)	(6.06977455939919e+01dB,-3.09037032473728e+01°)
4.31519076827781e+06	(6.03574298990535e+01dB,-2.81620729363959e+01°)	(6.06876970910514e+01dB,-3.12503734385605e+01°)
4.36515832240182e+06	(6.03474652630514e+01dB,-2.84780698678842e+01°)	(6.06774295695046e+01dB,-3.16006868309810e+01°)
4.41570447353329e+06	(6.03372811727570e+01dB,-2.87973877157694e+01°)	(6.06669385847462e+01dB,-3.19546737769434e+01°)
4.46683592150979e+06	(6.03268730750092e+01dB,-2.91200539980254e+01°)	(6.06562196161864e+01dB,-3.23123646292327e+01°)
4.51855944374939e+06	(6.03162363344041e+01dB,-2.94460962186038e+01°)	(6.06452680665601e+01dB,-3.26737897321262e+01°)
4.57088189614892e+06	(6.03053662323384e+01dB,-2.97755418582982e+01°)	(6.06340792612583e+01dB,-3.30389794121514e+01°)
4.62381021399277e+06	(6.02942579660654e+01dB,-3.01084183653229e+01°)	(6.06226484476806e+01dB,-3.34079639685839e+01°)
4.67735141287215e+06	(6.02829066477655e+01dB,-3.04447531456017e+01°)	(6.06109707946143e+01dB,-3.37807736636836e+01°)
4.73151258961498e+06	(6.02713073036315e+01dB,-3.07845735527641e+01°)	(6.05990413916374e+01dB,-3.41574387126696e+01°)
4.78630092322656e+06	(6.02594548729713e+01dB,-3.11279068778456e+01°)	(6.05868552485506e+01dB,-3.45379892734314e+01°)
4.84172367584117e+06	(6.02473442073281e+01dB,-3.14747803386893e+01°)	(6.05744072948377e+01dB,-3.49224554359778e+01°)
4.89778819368464e+06	(6.02349700696217e+01dB,-3.18252210690456e+01°)	(6.05616923791572e+01dB,-3.53108672116221e+01°)
4.95450190804809e+06	(6.02223271333099e+01dB,-3.21792561073681e+01°)	(6.05487052688666e+01dB,-3.57032545219050e+01°)
5.01187233627291e+06	(6.02094099815740e+01dB,-3.25369123853043e+01°)	(6.05354406495809e+01dB,-3.60996471872560e+01°)
5.06990708274723e+06	(6.01962131065281e+01dB,-3.28982167158771e+01°)	(6.05218931247673e+01dB,-3.65000749153938e+01°)
5.12861383991384e+06	(6.01827309084555e+01dB,-3.32631957813576e+01°)	(6.05080572153783e+01dB,-3.69045672894679e+01°)
5.18800038928980e+06	(6.01689576950730e+01dB,-3.36318761208272e+01°)	(6.04939273595240e+01dB,-3.73131537559435e+01°)
5.24807460249792e+06	(6.01548876808251e+01dB,-3.40042841174282e+01°)	(6.04794979121867e+01dB,-3.77258636122317e+01°)
5.30884444231008e+06	(6.01405149862099e+01dB,-3.43804459853022e+01°)	(6.04647631449791e+01dB,-3.81427259940685e+01°)
5.37031796370273e+06	(6.01258336371394e+01dB,-3.47603877562161e+01°)	(6.04497172459483e+01dB,-3.85637698626457e+01°)
5.43250331492454e+06	(6.01108375643345e+01dB,-3.51441352658773e+01°)	(6.04343543194269e+01dB,-3.89890239914983e+01°)
5.49540873857645e+06	(6.00955206027583e+01dB,-3.55317141399361e+01°)	(6.04186683859343e+01dB,-3.94185169531519e+01°)
5.55904257270425e+06	(6.00798764910885e+01dB,-3.59231497796802e+01°)	(6.04026533821293e+01dB,-3.98522771055362e+01°)
5.62341325190370e+06	(6.00638988712324e+01dB,-3.63184673474188e+01°)	(6.03863031608164e+01dB,-4.02903325781697e+01°)
5.68852930843863e+06	(6.00475812878841e+01dB,-3.67176917515621e+01°)	(6.03696114910082e+01dB,-4.07327112581220e+01°)
5.75439937337179e+06	(6.00309171881295e+01dB,-3.71208476313966e+01°)	(6.03525720580450e+01dB,-4.11794407757600e+01°)
5.82103217770893e+06	(6.00138999210979e+01dB,-3.75279593415602e+01°)	(6.03351784637743e+01dB,-4.16305484902868e+01°)
5.88843655355611e+06	(5.99965227376640e+01dB,-3.79390509362207e+01°)	(6.03174242267924e+01dB,-4.20860614750792e+01°)
5.95662143529033e+06	(5.99787787902037e+01dB,-3.83541461529622e+01°)	(6.02993027827501e+01dB,-4.25460065028350e+01°)
6.02559586074381e+06	(5.99606611324024e+01dB,-3.87732683963840e+01°)	(6.02808074847236e+01dB,-4.30104100305372e+01°)
6.09536897240192e+06	(5.99421627191221e+01dB,-3.91964407214180e+01°)	(6.02619316036543e+01dB,-4.34792981842468e+01°)
6.16595001861506e+06	(5.99232764063268e+01dB,-3.96236858163700e+01°)	(6.02426683288582e+01dB,-4.39526967437344e+01°)
6.23734835482443e+06	(5.99039949510695e+01dB,-4.00550259856935e+01°)	(6.02230107686069e+01dB,-4.44306311269607e+01°)
6.30957344480217e+06	(5.98843110115433e+01dB,-4.04904831325007e+01°)	(6.02029519507837e+01dB,-4.49131263744214e+01°)
6.38263486190573e+06	(5.98642171471981e+01dB,-4.09300787408220e+01°)	(6.01824848236147e+01dB,-4.54002071333649e+01°)
6.45654229034680e+06	(5.98437058189262e+01dB,-4.13738338576209e+01°)	(6.01616022564781e+01dB,-4.58918976419001e+01°)
6.53130552647498e+06	(5.98227693893182e+01dB,-4.18217690745747e+01°)	(6.01402970407932e+01dB,-4.63882217130066e+01°)
6.60693448007622e+06	(5.98014001229923e+01dB,-4.22739045096313e+01°)	(6.01185618909911e+01dB,-4.68892027184626e+01°)
6.68343917568641e+06	(5.97795901869985e+01dB,-4.27302597883542e+01°)	(6.00963894455686e+01dB,-4.73948635727069e+01°)
6.76082975392008e+06	(5.97573316513006e+01dB,-4.31908540250656e+01°)	(6.00737722682269e+01dB,-4.79052267166502e+01°)
6.83911647281456e+06	(5.97346164893378e+01dB,-4.36557058038030e+01°)	(6.00507028490976e+01dB,-4.84203141014544e+01°)
6.91830970918963e+06	(5.97114365786686e+01dB,-4.41248331591008e+01°)	(6.00271736060561e+01dB,-4.89401471722964e+01°)
6.99841996002301e+06	(5.96877837016985e+01dB,-4.45982535566125e+01°)	(6.00031768861257e+01dB,-4.94647468521357e+01°)
7.07945784384166e+06	(5.96636495464944e+01dB,-4.50759838735884e+01°)	(5.99787049669723e+01dB,-4.99941335255046e+01°)
7.16143410212930e+06	(5.96390257076869e+01dB,-4.55580403792244e+01°)	(5.99537500584913e+01dB,-5.05283270223418e+01°)
7.24435960075018e+06	(5.96139036874638e+01dB,-4.60444387149000e+01°)	(5.99283043044890e+01dB,-5.10673466018890e+01°)
7.32824533138933e+06	(5.95882748966552e+01dB,-4.65351938743219e+01°)	(5.99023597844582e+01dB,-5.16112109366721e+01°)
7.41310241300947e+06	(5.95621306559136e+01dB,-4.70303201835925e+01°)	(5.98759085154503e+01dB,-5.21599380965896e+01°)
7.49894209332485e+06	(5.95354621969898e+01dB,-4.75298312812224e+01°)	(5.98489424540428e+01dB,-5.27135455331288e+01°)
7.58577575029214e+06	(5.95082606641064e+01dB,-4.80337400981078e+01°)	(5.98214534984064e+01dB,-5.32720500637358e+01°)
7.67361489361849e+06	(5.94805171154321e+01dB,-4.85420588374927e+01°)	(5.97934334904681e+01dB,-5.38354678563597e+01°)
7.76247116628723e+06	(5.94522225246554e+01dB,-4.90547989549386e+01°)	(5.97648742181746e+01dB,-5.44038144141972e+01°)
7.85235634610103e+06	(5.94233677826625e+01dB,-4.95719711383245e+01°)	(5.97357674178541e+01dB,-5.49771045606620e+01°)
7.94328234724313e+06	(5.93939436993182e+01dB,-5.00935852878995e+01°)	(5.97061047766771e+01dB,-5.55553524246028e+01°)
8.03526122185649e+06	(5.93639410053519e+01dB,-5.06196504964137e+01°)	(5.96758779352169e+01dB,-5.61385714257969e+01°)
8.12830516164132e+06	(5.93333503543510e+01dB,-5.11501750293511e+01°)	(5.96450784901097e+01dB,-5.67267742607439e+01°)
8.22242649947104e+06	(5.93021623248602e+01dB,-5.16851663052909e+01°)	(5.96136979968130e+01dB,-5.73199728887865e+01°)
8.31763771102704e+06	(5.92703674225895e+01dB,-5.22246308764229e+01°)	(5.95817279724631e+01dB,-5.79181785185843e+01°)
8.41395141645229e+06	(5.92379560827312e+01dB,-5.27685744092450e+01°)	(5.95491598988303e+01dB,-5.85214015949673e+01°)
8.51138038202411e+06	(5.92049186723858e+01dB,-5.33170016654689e+01°)	(5.95159852253719e+01dB,-5.91296517861956e+01°)
8.60993752184635e+06	(5.91712454930974e+01dB,-5.38699164831636e+01°)	(5.94821953723809e+01dB,-5.97429379716522e+01°)
8.70963589956116e+06	(5.91369267834997e+01dB,-5.44273217581647e+01°)	(5.94477817342304e+01dB,-6.03612682299965e+01°)
8.81048873008050e+06	(5.91019527220706e+01dB,-5.49892194257791e+01°)	(5.94127356827116e+01dB,-6.09846498278037e+01°)
8.91250938133782e+06	(5.90663134299977e+01dB,-5.55556104428136e+01°)	(5.93770485704647e+01dB,-6.16130892087186e+01°)
9.01571137605994e+06	(5.90299989741521e+01dB,-5.61264947699597e+01°)	(5.93407117344998e+01dB,-6.22465919831493e+01°)
9.12010839355947e+06	(5.89929993701715e+01dB,-5.67018713545626e+01°)	(5.93037164998079e+01dB,-6.28851629185270e+01°)
9.22571427154801e+06	(5.89553045856510e+01dB,-5.72817381138068e+01°)	(5.92660541830573e+01dB,-6.35288059301601e+01°)
9.33254300797029e+06	(5.89169045434409e+01dB,-5.78660919183483e+01°)	(5.92277160963762e+01dB,-6.41775240727043e+01°)
9.44060876285962e+06	(5.88777891250502e+01dB,-5.84549285764247e+01°)	(5.91886935512163e+01dB,-6.48313195322789e+01°)
9.54992586021475e+06	(5.88379481741545e+01dB,-5.90482428184743e+01°)	(5.91489778622968e+01dB,-6.54901936192500e+01°)
9.66050878989853e+06	(5.87973715002069e+01dB,-5.96460282822957e+01°)	(5.91085603516247e+01dB,-6.61541467617079e+01°)
9.77237220955851e+06	(5.87560488821488e+01dB,-6.02482774987785e+01°)	(5.90674323525899e+01dB,-6.68231784996602e+01°)
9.88553094656980e+06	(5.87139700722210e+01dB,-6.08549818782367e+01°)	(5.90255852141298e+01dB,-6.74972874799649e+01°)
1.00000000000004e+07	(5.86711247998700e+01dB,-6.14661316973746e+01°)	(5.89830103049625e+01dB,-6.81764714520258e+01°)
1.01157945425994e+07	(5.86275027757486e+01dB,-6.20817160869172e+01°)	(5.89396990178833e+01dB,-6.88607272642704e+01°)
1.02329299228080e+07	(5.85830936958081e+01dB,-6.27017230199335e+01°)	(5.88956427741222e+01dB,-6.95500508614323e+01°)
1.03514216667939e+07	(5.85378872454778e+01dB,-6.33261393008845e+01°)	(5.88508330277571e+01dB,-7.02444372826563e+01°)
1.04712854805094e+07	(5.84918731039303e+01dB,-6.39549505554229e+01°)	(5.88052612701808e+01dB,-7.09438806604470e+01°)
1.05925372517733e+07	(5.84450409484273e+01dB,-6.45881412209746e+01°)	(5.87589190346154e+01dB,-7.16483742204750e+01°)
1.07151930523765e+07	(5.83973804587441e+01dB,-6.52256945381298e+01°)	(5.87117979006722e+01dB,-7.23579102822601e+01°)
1.08392691402125e+07	(5.83488813216670e+01dB,-6.58675925428691e+01°)	(5.86638894989510e+01dB,-7.30724802607466e+01°)
1.09647819614323e+07	(5.82995332355610e+01dB,-6.65138160596547e+01°)	(5.86151855156754e+01dB,-7.37920746687817e+01°)
1.10917481526245e+07	(5.82493259150023e+01dB,-6.71643446954066e+01°)	(5.85656776973590e+01dB,-7.45166831205143e+01°)
1.12201845430201e+07	(5.81982490954720e+01dB,-6.78191568343938e+01°)	(5.85153578554984e+01dB,-7.52462943357216e+01°)
1.13501081567236e+07	(5.81462925381050e+01dB,-6.84782296340588e+01°)	(5.84642178712882e+01dB,-7.59808961450762e+01°)
1.14815362149693e+07	(5.80934460344905e+01dB,-6.91415390218015e+01°)	(5.84122497003523e+01dB,-7.67204754963623e+01°)
1.16144861384039e+07	(5.80396994115178e+01dB,-6.98090596927395e+01°)	(5.83594453774883e+01dB,-7.74650184616464e+01°)
1.17489755493958e+07	(5.79850425362626e+01dB,-7.04807651084677e+01°)	(5.83057970214190e+01dB,-7.82145102454116e+01°)
1.18850222743707e+07	(5.79294653209077e+01dB,-7.11566274968321e+01°)	(5.82512968395462e+01dB,-7.89689351936580e+01°)
1.20226443461746e+07	(5.78729577276938e+01dB,-7.18366178527370e+01°)	(5.81959371327024e+01dB,-7.97282768039726e+01°)
1.21618600064642e+07	(5.78155097738919e+01dB,-7.25207059399984e+01°)	(5.81397102998949e+01dB,-8.04925177365718e+01°)
