Freq.	V(ideal_out)	V(lpf_3rd_lt1818)
1.02329299228077e+05	(6.07970018459039e+01dB,-6.78366130890285e-01°)	(6.11432797605856e+01dB,-7.53191954671129e-01°)
1.03514216667936e+05	(6.07969959243268e+01dB,-6.86221095676809e-01°)	(6.11432735872697e+01dB,-7.61913338639863e-01°)
1.04712854805091e+05	(6.07969898648229e+01dB,-6.94167011580435e-01°)	(6.11432672701645e+01dB,-7.70735705578023e-01°)
1.05925372517730e+05	(6.07969836641798e+01dB,-7.02204931586660e-01°)	(6.11432608059211e+01dB,-7.79660224606053e-01°)
1.07151930523762e+05	(6.07969773191102e+01dB,-7.10335920867689e-01°)	(6.11432541911125e+01dB,-7.88688078374874e-01°)
1.08392691402122e+05	(6.07969708262502e+01dB,-7.18561056923339e-01°)	(6.11432474222318e+01dB,-7.97820463222348e-01°)
1.09647819614320e+05	(6.07969641821574e+01dB,-7.26881429723554e-01°)	(6.11432404956906e+01dB,-8.07058589331435e-01°)
1.10917481526242e+05	(6.07969573833096e+01dB,-7.35298141852565e-01°)	(6.11432334078167e+01dB,-8.16403680890364e-01°)
1.12201845430198e+05	(6.07969504261023e+01dB,-7.43812308654714e-01°)	(6.11432261548527e+01dB,-8.25856976254327e-01°)
1.13501081567233e+05	(6.07969433068470e+01dB,-7.52425058381955e-01°)	(6.11432187329534e+01dB,-8.35419728109418e-01°)
1.14815362149690e+05	(6.07969360217696e+01dB,-7.61137532343053e-01°)	(6.11432111381842e+01dB,-8.45093203638149e-01°)
1.16144861384036e+05	(6.07969285670077e+01dB,-7.69950885054503e-01°)	(6.11432033665189e+01dB,-8.54878684687055e-01°)
1.17489755493955e+05	(6.07969209386094e+01dB,-7.78866284393191e-01°)	(6.11431954138373e+01dB,-8.64777467936157e-01°)
1.18850222743704e+05	(6.07969131325304e+01dB,-7.87884911750805e-01°)	(6.11431872759236e+01dB,-8.74790865070396e-01°)
1.20226443461743e+05	(6.07969051446323e+01dB,-7.97007962190031e-01°)	(6.11431789484636e+01dB,-8.84920202953012e-01°)
1.21618600064639e+05	(6.07968969706805e+01dB,-8.06236644602539e-01°)	(6.11431704270425e+01dB,-8.95166823800943e-01°)
1.23026877081240e+05	(6.07968886063415e+01dB,-8.15572181868799e-01°)	(6.11431617071432e+01dB,-9.05532085362272e-01°)
1.24451461177140e+05	(6.07968800471811e+01dB,-8.25015811019724e-01°)	(6.11431527841427e+01dB,-9.16017361095594e-01°)
1.25892541179419e+05	(6.07968712886617e+01dB,-8.34568783400180e-01°)	(6.11431436533110e+01dB,-9.26624040351694e-01°)
1.27350308101668e+05	(6.07968623261402e+01dB,-8.44232364834378e-01°)	(6.11431343098075e+01dB,-9.37353528556986e-01°)
1.28824955169315e+05	(6.07968531548650e+01dB,-8.54007835793164e-01°)	(6.11431247486791e+01dB,-9.48207247399311e-01°)
1.30316677845232e+05	(6.07968437699744e+01dB,-8.63896491563236e-01°)	(6.11431149648572e+01dB,-9.59186635015793e-01°)
1.31825673855643e+05	(6.07968341664930e+01dB,-8.73899642418306e-01°)	(6.11431049531554e+01dB,-9.70293146182885e-01°)
1.33352143216335e+05	(6.07968243393297e+01dB,-8.84018613792231e-01°)	(6.11430947082662e+01dB,-9.81528252508402e-01°)
1.34896288259168e+05	(6.07968142832748e+01dB,-8.94254746454135e-01°)	(6.11430842247588e+01dB,-9.92893442626150e-01°)
1.36458313658895e+05	(6.07968039929975e+01dB,-9.04609396685541e-01°)	(6.11430734970758e+01dB,-1.00439022239245e+00°)
1.38038426460291e+05	(6.07967934630425e+01dB,-9.15083936459538e-01°)	(6.11430625195304e+01dB,-1.01602011508504e+00°)
1.39636836105596e+05	(6.07967826878278e+01dB,-9.25679753622014e-01°)	(6.11430512863034e+01dB,-1.02778466160426e+00°)
1.41253754462278e+05	(6.07967716616410e+01dB,-9.36398252074961e-01°)	(6.11430397914400e+01dB,-1.03968542067658e+00°)
1.42889395851113e+05	(6.07967603786372e+01dB,-9.47240851961897e-01°)	(6.11430280288469e+01dB,-1.05172396906035e+00°)
1.44543977074595e+05	(6.07967488328349e+01dB,-9.58208989855400e-01°)	(6.11430159922887e+01dB,-1.06390190175412e+00°)
1.46217717445674e+05	(6.07967370181136e+01dB,-9.69304118946817e-01°)	(6.11430036753850e+01dB,-1.07622083220714e+00°)
1.47910838816823e+05	(6.07967249282101e+01dB,-9.80527709238130e-01°)	(6.11429910716068e+01dB,-1.08868239253232e+00°)
1.49623565609446e+05	(6.07967125567156e+01dB,-9.91881247736042e-01°)	(6.11429781742730e+01dB,-1.10128823372180e+00°)
1.51356124843623e+05	(6.07966998970718e+01dB,-1.00336623864827e+00°)	(6.11429649765468e+01dB,-1.11404002586472e+00°)
1.53108746168206e+05	(6.07966869425677e+01dB,-1.01498420358213e+00°)	(6.11429514714325e+01dB,-1.12693945836777e+00°)
1.54881661891251e+05	(6.07966736863362e+01dB,-1.02673668174531e+00°)	(6.11429376517713e+01dB,-1.13998824017794e+00°)
1.56675107010818e+05	(6.07966601213502e+01dB,-1.03862523014909e+00°)	(6.11429235102377e+01dB,-1.15318810000834e+00°)
1.58489319246114e+05	(6.07966462404189e+01dB,-1.05065142381373e+00°)	(6.11429090393359e+01dB,-1.16654078656589e+00°)
1.60324539069007e+05	(6.07966320361841e+01dB,-1.06281685597635e+00°)	(6.11428942313951e+01dB,-1.18004806878231e+00°)
1.62181009735896e+05	(6.07966175011164e+01dB,-1.07512313830108e+00°)	(6.11428790785663e+01dB,-1.19371173604723e+00°)
1.64058977319957e+05	(6.07966026275107e+01dB,-1.08757190109171e+00°)	(6.11428635728176e+01dB,-1.20753359844443e+00°)
1.65958690743759e+05	(6.07965874074830e+01dB,-1.10016479350673e+00°)	(6.11428477059300e+01dB,-1.22151548699036e+00°)
1.67880401812259e+05	(6.07965718329653e+01dB,-1.11290348377681e+00°)	(6.11428314694933e+01dB,-1.23565925387566e+00°)
1.69824365246177e+05	(6.07965558957018e+01dB,-1.12578965942482e+00°)	(6.11428148549013e+01dB,-1.24996677270932e+00°)
1.71790838715762e+05	(6.07965395872448e+01dB,-1.13882502748834e+00°)	(6.11427978533476e+01dB,-1.26443993876579e+00°)
1.73780082874941e+05	(6.07965228989493e+01dB,-1.15201131474473e+00°)	(6.11427804558206e+01dB,-1.27908066923459e+00°)
1.75792361395872e+05	(6.07965058219697e+01dB,-1.16535026793874e+00°)	(6.11427626530989e+01dB,-1.29389090347321e+00°)
1.77827941003895e+05	(6.07964883472538e+01dB,-1.17884365401276e+00°)	(6.11427444357467e+01dB,-1.30887260326251e+00°)
1.79887091512882e+05	(6.07964704655392e+01dB,-1.19249326033970e+00°)	(6.11427257941081e+01dB,-1.32402775306529e+00°)
1.81970085861002e+05	(6.07964521673472e+01dB,-1.20630089495852e+00°)	(6.11427067183025e+01dB,-1.33935836028769e+00°)
1.84077200146899e+05	(6.07964334429790e+01dB,-1.22026838681242e+00°)	(6.11426871982195e+01dB,-1.35486645554359e+00°)
1.86208713666290e+05	(6.07964142825097e+01dB,-1.23439758598981e+00°)	(6.11426672235131e+01dB,-1.37055409292213e+00°)
1.88364908948983e+05	(6.07963946757832e+01dB,-1.24869036396800e+00°)	(6.11426467835965e+01dB,-1.38642335025811e+00°)
1.90546071796328e+05	(6.07963746124072e+01dB,-1.26314861385968e+00°)	(6.11426258676363e+01dB,-1.40247632940557e+00°)
1.92752491319097e+05	(6.07963540817473e+01dB,-1.27777425066216e+00°)	(6.11426044645471e+01dB,-1.41871515651455e+00°)
1.94984459975808e+05	(6.07963330729214e+01dB,-1.29256921150956e+00°)	(6.11425825629853e+01dB,-1.43514198231086e+00°)
1.97242273611489e+05	(6.07963115747943e+01dB,-1.30753545592778e+00°)	(6.11425601513432e+01dB,-1.45175898237921e+00°)
1.99526231496892e+05	(6.07962895759714e+01dB,-1.32267496609240e+00°)	(6.11425372177431e+01dB,-1.46856835744930e+00°)
2.01836636368160e+05	(6.07962670647928e+01dB,-1.33798974708956e+00°)	(6.11425137500304e+01dB,-1.48557233368556e+00°)
2.04173794466957e+05	(6.07962440293271e+01dB,-1.35348182717975e+00°)	(6.11424897357679e+01dB,-1.50277316297973e+00°)
2.06538015581057e+05	(6.07962204573652e+01dB,-1.36915325806462e+00°)	(6.11424651622288e+01dB,-1.52017312324723e+00°)
2.08929613085408e+05	(6.07961963364137e+01dB,-1.38500611515687e+00°)	(6.11424400163899e+01dB,-1.53777451872644e+00°)
2.11348903983669e+05	(6.07961716536885e+01dB,-1.40104249785317e+00°)	(6.11424142849249e+01dB,-1.55557968028176e+00°)
2.13796208950227e+05	(6.07961463961076e+01dB,-1.41726452981016e+00°)	(6.11423879541974e+01dB,-1.57359096570995e+00°)
2.16271852372706e+05	(6.07961205502848e+01dB,-1.43367435922364e+00°)	(6.11423610102536e+01dB,-1.59181076004997e+00°)
2.18776162394959e+05	(6.07960941025219e+01dB,-1.45027415911090e+00°)	(6.11423334388146e+01dB,-1.61024147589623e+00°)
2.21309470960568e+05	(6.07960670388021e+01dB,-1.46706612759627e+00°)	(6.11423052252695e+01dB,-1.62888555371557e+00°)
2.23872113856838e+05	(6.07960393447821e+01dB,-1.48405248819988e+00°)	(6.11422763546670e+01dB,-1.64774546216778e+00°)
2.26464430759310e+05	(6.07960110057849e+01dB,-1.50123549012975e+00°)	(6.11422468117081e+01dB,-1.66682369842967e+00°)
2.29086765276782e+05	(6.07959820067917e+01dB,-1.51861740857715e+00°)	(6.11422165807376e+01dB,-1.68612278852292e+00°)
2.31739464996852e+05	(6.07959523324340e+01dB,-1.53620054501528e+00°)	(6.11421856457357e+01dB,-1.70564528764551e+00°)
2.34422881531997e+05	(6.07959219669859e+01dB,-1.55398722750143e+00°)	(6.11421539903100e+01dB,-1.72539378050711e+00°)
2.37137370566170e+05	(6.07958908943550e+01dB,-1.57197981098246e+00°)	(6.11421215976865e+01dB,-1.74537088166802e+00°)
2.39883291901954e+05	(6.07958590980746e+01dB,-1.59018067760379e+00°)	(6.11420884507009e+01dB,-1.76557923588209e+00°)
2.42661009508246e+05	(6.07958265612947e+01dB,-1.60859223702187e+00°)	(6.11420545317892e+01dB,-1.78602151844351e+00°)
2.45470891568508e+05	(6.07957932667730e+01dB,-1.62721692672017e+00°)	(6.11420198229789e+01dB,-1.80670043553746e+00°)
2.48313310529562e+05	(6.07957591968657e+01dB,-1.64605721232878e+00°)	(6.11419843058790e+01dB,-1.82761872459462e+00°)
2.51188643150963e+05	(6.07957243335188e+01dB,-1.66511558794756e+00°)	(6.11419479616706e+01dB,-1.84877915465019e+00°)
2.54097270554935e+05	(6.07956886582576e+01dB,-1.68439457647298e+00°)	(6.11419107710970e+01dB,-1.87018452670598e+00°)
2.57039578276891e+05	(6.07956521521777e+01dB,-1.70389672992861e+00°)	(6.11418727144532e+01dB,-1.89183767409767e+00°)
2.60015956316532e+05	(6.07956147959345e+01dB,-1.72362462979940e+00°)	(6.11418337715757e+01dB,-1.91374146286542e+00°)
2.63026799189543e+05	(6.07955765697335e+01dB,-1.74358088736962e+00°)	(6.11417939218318e+01dB,-1.93589879212901e+00°)
2.66072505979886e+05	(6.07955374533191e+01dB,-1.76376814406470e+00°)	(6.11417531441086e+01dB,-1.95831259446709e+00°)
2.69153480392697e+05	(6.07954974259645e+01dB,-1.78418907179683e+00°)	(6.11417114168022e+01dB,-1.98098583630066e+00°)
2.72270130807797e+05	(6.07954564664606e+01dB,-1.80484637331457e+00°)	(6.11416687178057e+01dB,-2.00392151828104e+00°)
2.75422870333822e+05	(6.07954145531046e+01dB,-1.82574278255620e+00°)	(6.11416250244980e+01dB,-2.02712267568189e+00°)
2.78612116862983e+05	(6.07953716636887e+01dB,-1.84688106500722e+00°)	(6.11415803137316e+01dB,-2.05059237879590e+00°)
2.81838293126451e+05	(6.07953277754882e+01dB,-1.86826401806172e+00°)	(6.11415345618205e+01dB,-2.07433373333565e+00°)
2.85101826750397e+05	(6.07952828652496e+01dB,-1.88989447138790e+00°)	(6.11414877445276e+01dB,-2.09834988083937e+00°)
2.88403150312666e+05	(6.07952369091785e+01dB,-1.91177528729760e+00°)	(6.11414398370518e+01dB,-2.12264399908067e+00°)
2.91742701400123e+05	(6.07951898829265e+01dB,-1.93390936112002e+00°)	(6.11413908140153e+01dB,-2.14721930248338e+00°)
2.95120922666645e+05	(6.07951417615788e+01dB,-1.95629962157960e+00°)	(6.11413406494497e+01dB,-2.17207904254067e+00°)
2.98538261891802e+05	(6.07950925196409e+01dB,-1.97894903117809e+00°)	(6.11412893167824e+01dB,-2.19722650823901e+00°)
3.01995172040208e+05	(6.07950421310250e+01dB,-2.00186058658094e+00°)	(6.11412367888228e+01dB,-2.22266502648681e+00°)
3.05492111321557e+05	(6.07949905690363e+01dB,-2.02503731900796e+00°)	(6.11411830377479e+01dB,-2.24839796254775e+00°)
3.09029543251365e+05	(6.07949378063589e+01dB,-2.04848229462831e+00°)	(6.11411280350872e+01dB,-2.27442872047909e+00°)
3.12607936712402e+05	(6.07948838150415e+01dB,-2.07219861495994e+00°)	(6.11410717517083e+01dB,-2.30076074357474e+00°)
3.16227766016844e+05	(6.07948285664823e+01dB,-2.09618941727344e+00°)	(6.11410141578010e+01dB,-2.32739751481318e+00°)
3.19889510969146e+05	(6.07947720314141e+01dB,-2.12045787500036e+00°)	(6.11409552228616e+01dB,-2.35434255731058e+00°)
3.23593656929635e+05	(6.07947141798891e+01dB,-2.14500719814609e+00°)	(6.11408949156774e+01dB,-2.38159943477866e+00°)
3.27340694878845e+05	(6.07946549812625e+01dB,-2.16984063370729e+00°)	(6.11408332043093e+01dB,-2.40917175198777e+00°)
3.31131121482598e+05	(6.07945944041765e+01dB,-2.19496146609397e+00°)	(6.11407700560756e+01dB,-2.43706315523514e+00°)
3.34965439157835e+05	(6.07945324165443e+01dB,-2.22037301755620e+00°)	(6.11407054375347e+01dB,-2.46527733281807e+00°)
3.38844156139210e+05	(6.07944689855323e+01dB,-2.24607864861555e+00°)	(6.11406393144671e+01dB,-2.49381801551259e+00°)
3.42767786546458e+05	(6.07944040775434e+01dB,-2.27208175850132e+00°)	(6.11405716518578e+01dB,-2.52268897705723e+00°)
3.46736850452539e+05	(6.07943376581989e+01dB,-2.29838578559152e+00°)	(6.11405024138773e+01dB,-2.55189403464220e+00°)
3.50751873952575e+05	(6.07942696923204e+01dB,-2.32499420785876e+00°)	(6.11404315638632e+01dB,-2.58143704940384e+00°)
3.54813389233583e+05	(6.07942001439116e+01dB,-2.35191054332100e+00°)	(6.11403590643007e+01dB,-2.61132192692461e+00°)
3.58921934645013e+05	(6.07941289761387e+01dB,-2.37913835049726e+00°)	(6.11402848768027e+01dB,-2.64155261773845e+00°)
3.63078054770109e+05	(6.07940561513115e+01dB,-2.40668122886834e+00°)	(6.11402089620895e+01dB,-2.67213311784178e+00°)
3.67282300498092e+05	(6.07939816308630e+01dB,-2.43454281934259e+00°)	(6.11401312799685e+01dB,-2.70306746920996e+00°)
3.71535229097180e+05	(6.07939053753295e+01dB,-2.46272680472671e+00°)	(6.11400517893125e+01dB,-2.73435976031943e+00°)
3.75837404288452e+05	(6.07938273443296e+01dB,-2.49123691020182e+00°)	(6.11399704480384e+01dB,-2.76601412667568e+00°)
3.80189396320569e+05	(6.07937474965428e+01dB,-2.52007690380456e+00°)	(6.11398872130849e+01dB,-2.79803475134663e+00°)
3.84591782045362e+05	(6.07936657896879e+01dB,-2.54925059691358e+00°)	(6.11398020403897e+01dB,-2.83042586550213e+00°)
3.89045144994289e+05	(6.07935821805005e+01dB,-2.57876184474119e+00°)	(6.11397148848664e+01dB,-2.86319174895924e+00°)
3.93550075455786e+05	(6.07934966247104e+01dB,-2.60861454683046e+00°)	(6.11396257003808e+01dB,-2.89633673073314e+00°)
3.98107170553506e+05	(6.07934090770179e+01dB,-2.63881264755761e+00°)	(6.11395344397265e+01dB,-2.92986518959442e+00°)
4.02717034325468e+05	(6.07933194910704e+01dB,-2.66936013663990e+00°)	(6.11394410546000e+01dB,-2.96378155463204e+00°)
4.07380277804122e+05	(6.07932278194375e+01dB,-2.70026104964899e+00°)	(6.11393454955755e+01dB,-2.99809030582258e+00°)
4.12097519097339e+05	(6.07931340135864e+01dB,-2.73151946852984e+00°)	(6.11392477120785e+01dB,-3.03279597460534e+00°)
4.16869383470345e+05	(6.07930380238561e+01dB,-2.76313952212514e+00°)	(6.11391476523596e+01dB,-3.06790314446398e+00°)
4.21696503428592e+05	(6.07929397994310e+01dB,-2.79512538670548e+00°)	(6.11390452634669e+01dB,-3.10341645151404e+00°)
4.26579518801602e+05	(6.07928392883147e+01dB,-2.82748128650512e+00°)	(6.11389404912185e+01dB,-3.13934058509692e+00°)
4.31519076827775e+05	(6.07927364373021e+01dB,-2.86021149426352e+00°)	(6.11388332801737e+01dB,-3.17568028838024e+00°)
4.36515832240176e+05	(6.07926311919517e+01dB,-2.89332033177267e+00°)	(6.11387235736038e+01dB,-3.21244035896437e+00°)
4.41570447353322e+05	(6.07925234965567e+01dB,-2.92681217043023e+00°)	(6.11386113134627e+01dB,-3.24962564949561e+00°)
4.46683592150973e+05	(6.07924132941159e+01dB,-2.96069143179860e+00°)	(6.11384964403558e+01dB,-3.28724106828591e+00°)
4.51855944374932e+05	(6.07923005263033e+01dB,-2.99496258816984e+00°)	(6.11383788935093e+01dB,-3.32529157993882e+00°)
4.57088189614885e+05	(6.07921851334378e+01dB,-3.02963016313670e+00°)	(6.11382586107379e+01dB,-3.36378220598243e+00°)
4.62381021399271e+05	(6.07920670544517e+01dB,-3.06469873216955e+00°)	(6.11381355284121e+01dB,-3.40271802550869e+00°)
4.67735141287209e+05	(6.07919462268584e+01dB,-3.10017292319950e+00°)	(6.11380095814254e+01dB,-3.44210417581972e+00°)
4.73151258961491e+05	(6.07918225867196e+01dB,-3.13605741720760e+00°)	(6.11378807031590e+01dB,-3.48194585308047e+00°)
4.78630092322649e+05	(6.07916960686118e+01dB,-3.17235694882027e+00°)	(6.11377488254480e+01dB,-3.52224831297873e+00°)
4.84172367584110e+05	(6.07915666055918e+01dB,-3.20907630691086e+00°)	(6.11376138785447e+01dB,-3.56301687139157e+00°)
4.89778819368457e+05	(6.07914341291612e+01dB,-3.24622033520767e+00°)	(6.11374757910824e+01dB,-3.60425690505887e+00°)
4.95450190804802e+05	(6.07912985692309e+01dB,-3.28379393290809e+00°)	(6.11373344900381e+01dB,-3.64597385226399e+00°)
5.01187233627284e+05	(6.07911598540841e+01dB,-3.32180205529930e+00°)	(6.11371899006937e+01dB,-3.68817321352113e+00°)
5.06990708274716e+05	(6.07910179103384e+01dB,-3.36024971438533e+00°)	(6.11370419465972e+01dB,-3.73086055227022e+00°)
5.12861383991377e+05	(6.07908726629074e+01dB,-3.39914197952052e+00°)	(6.11368905495226e+01dB,-3.77404149557837e+00°)
5.18800038928973e+05	(6.07907240349611e+01dB,-3.43848397804966e+00°)	(6.11367356294288e+01dB,-3.81772173484913e+00°)
5.24807460249785e+05	(6.07905719478861e+01dB,-3.47828089595457e+00°)	(6.11365771044174e+01dB,-3.86190702653854e+00°)
5.30884444231001e+05	(6.07904163212434e+01dB,-3.51853797850738e+00°)	(6.11364148906902e+01dB,-3.90660319287864e+00°)
5.37031796370265e+05	(6.07902570727270e+01dB,-3.55926053093041e+00°)	(6.11362489025053e+01dB,-3.95181612260834e+00°)
5.43250331492446e+05	(6.07900941181203e+01dB,-3.60045391906280e+00°)	(6.11360790521318e+01dB,-3.99755177171162e+00°)
5.49540873857638e+05	(6.07899273712519e+01dB,-3.64212357003390e+00°)	(6.11359052498042e+01dB,-4.04381616416315e+00°)
5.55904257270417e+05	(6.07897567439507e+01dB,-3.68427497294347e+00°)	(6.11357274036752e+01dB,-4.09061539268141e+00°)
5.62341325190362e+05	(6.07895821459992e+01dB,-3.72691367954865e+00°)	(6.11355454197681e+01dB,-4.13795561948949e+00°)
5.68852930843855e+05	(6.07894034850867e+01dB,-3.77004530495792e+00°)	(6.11353592019270e+01dB,-4.18584307708317e+00°)
5.75439937337171e+05	(6.07892206667604e+01dB,-3.81367552833191e+00°)	(6.11351686517670e+01dB,-4.23428406900682e+00°)
5.82103217770885e+05	(6.07890335943763e+01dB,-3.85781009359125e+00°)	(6.11349736686226e+01dB,-4.28328497063699e+00°)
5.88843655355603e+05	(6.07888421690484e+01dB,-3.90245481013138e+00°)	(6.11347741494951e+01dB,-4.33285222997353e+00°)
5.95662143529025e+05	(6.07886462895969e+01dB,-3.94761555354442e+00°)	(6.11345699889989e+01dB,-4.38299236843868e+00°)
6.02559586074372e+05	(6.07884458524954e+01dB,-3.99329826634819e+00°)	(6.11343610793063e+01dB,-4.43371198168377e+00°)
6.09536897240184e+05	(6.07882407518163e+01dB,-4.03950895872225e+00°)	(6.11341473100914e+01dB,-4.48501774040380e+00°)
6.16595001861497e+05	(6.07880308791759e+01dB,-4.08625370925126e+00°)	(6.11339285684723e+01dB,-4.53691639115999e+00°)
6.23734835482434e+05	(6.07878161236773e+01dB,-4.13353866567538e+00°)	(6.11337047389526e+01dB,-4.58941475721005e+00°)
6.30957344480209e+05	(6.07875963718525e+01dB,-4.18137004564807e+00°)	(6.11334757033606e+01dB,-4.64251973934653e+00°)
6.38263486190564e+05	(6.07873715076032e+01dB,-4.22975413750099e+00°)	(6.11332413407886e+01dB,-4.69623831674314e+00°)
6.45654229034671e+05	(6.07871414121401e+01dB,-4.27869730101637e+00°)	(6.11330015275287e+01dB,-4.75057754780897e+00°)
6.53130552647488e+05	(6.07869059639205e+01dB,-4.32820596820664e+00°)	(6.11327561370096e+01dB,-4.80554457105085e+00°)
6.60693448007612e+05	(6.07866650385855e+01dB,-4.37828664410136e+00°)	(6.11325050397300e+01dB,-4.86114660594374e+00°)
6.68343917568631e+05	(6.07864185088944e+01dB,-4.42894590754168e+00°)	(6.11322481031912e+01dB,-4.91739095380922e+00°)
6.76082975391999e+05	(6.07861662446586e+01dB,-4.48019041198212e+00°)	(6.11319851918285e+01dB,-4.97428499870205e+00°)
6.83911647281446e+05	(6.07859081126737e+01dB,-4.53202688629982e+00°)	(6.11317161669408e+01dB,-5.03183620830499e+00°)
6.91830970918954e+05	(6.07856439766499e+01dB,-4.58446213561126e+00°)	(6.11314408866181e+01dB,-5.09005213483162e+00°)
6.99841996002291e+05	(6.07853736971412e+01dB,-4.63750304209645e+00°)	(6.11311592056679e+01dB,-5.14894041593750e+00°)
7.07945784384156e+05	(6.07850971314725e+01dB,-4.69115656583064e+00°)	(6.11308709755403e+01dB,-5.20850877563937e+00°)
7.16143410212920e+05	(6.07848141336651e+01dB,-4.74542974562357e+00°)	(6.11305760442504e+01dB,-5.26876502524273e+00°)
7.24435960075008e+05	(6.07845245543613e+01dB,-4.80032969986618e+00°)	(6.11302742562997e+01dB,-5.32971706427752e+00°)
7.32824533138923e+05	(6.07842282407461e+01dB,-4.85586362738496e+00°)	(6.11299654525953e+01dB,-5.39137288144205e+00°)
7.41310241300936e+05	(6.07839250364679e+01dB,-4.91203880830381e+00°)	(6.11296494703679e+01dB,-5.45374055555517e+00°)
7.49894209332475e+05	(6.07836147815574e+01dB,-4.96886260491342e+00°)	(6.11293261430872e+01dB,-5.51682825651680e+00°)
7.58577575029203e+05	(6.07832973123440e+01dB,-5.02634246254831e+00°)	(6.11289953003756e+01dB,-5.58064424627644e+00°)
7.67361489361839e+05	(6.07829724613712e+01dB,-5.08448591047139e+00°)	(6.11286567679205e+01dB,-5.64519687981017e+00°)
7.76247116628712e+05	(6.07826400573095e+01dB,-5.14330056276605e+00°)	(6.11283103673840e+01dB,-5.71049460610578e+00°)
7.85235634610092e+05	(6.07822999248673e+01dB,-5.20279411923588e+00°)	(6.11279559163106e+01dB,-5.77654596915604e+00°)
7.94328234724302e+05	(6.07819518847002e+01dB,-5.26297436631191e+00°)	(6.11275932280333e+01dB,-5.84335960896031e+00°)
8.03526122185638e+05	(6.07815957533179e+01dB,-5.32384917796739e+00°)	(6.11272221115770e+01dB,-5.91094426253424e+00°)
8.12830516164120e+05	(6.07812313429894e+01dB,-5.38542651664011e+00°)	(6.11268423715603e+01dB,-5.97930876492771e+00°)
8.22242649947093e+05	(6.07808584616450e+01dB,-5.44771443416222e+00°)	(6.11264538080948e+01dB,-6.04846205025081e+00°)
8.31763771102693e+05	(6.07804769127779e+01dB,-5.51072107269757e+00°)	(6.11260562166819e+01dB,-6.11841315270805e+00°)
8.41395141645217e+05	(6.07800864953417e+01dB,-5.57445466568647e+00°)	(6.11256493881080e+01dB,-6.18917120764046e+00°)
8.51138038202399e+05	(6.07796870036469e+01dB,-5.63892353879788e+00°)	(6.11252331083364e+01dB,-6.26074545257600e+00°)
8.60993752184623e+05	(6.07792782272544e+01dB,-5.70413611088908e+00°)	(6.11248071583978e+01dB,-6.33314522828763e+00°)
8.70963589956104e+05	(6.07788599508671e+01dB,-5.77010089497259e+00°)	(6.11243713142777e+01dB,-6.40637997985958e+00°)
8.81048873008037e+05	(6.07784319542182e+01dB,-5.83682649919047e+00°)	(6.11239253468014e+01dB,-6.48045925776136e+00°)
8.91250938133769e+05	(6.07779940119582e+01dB,-5.90432162779589e+00°)	(6.11234690215165e+01dB,-6.55539271892966e+00°)
9.01571137605981e+05	(6.07775458935386e+01dB,-5.97259508214188e+00°)	(6.11230020985730e+01dB,-6.63119012785795e+00°)
9.12010839355934e+05	(6.07770873630927e+01dB,-6.04165576167729e+00°)	(6.11225243326001e+01dB,-6.70786135769381e+00°)
9.22571427154788e+05	(6.07766181793148e+01dB,-6.11151266494978e+00°)	(6.11220354725814e+01dB,-6.78541639134381e+00°)
9.33254300797016e+05	(6.07761380953357e+01dB,-6.18217489061586e+00°)	(6.11215352617260e+01dB,-6.86386532258599e+00°)
9.44060876285949e+05	(6.07756468585958e+01dB,-6.25365163845793e+00°)	(6.11210234373375e+01dB,-6.94321835718967e+00°)
9.54992586021462e+05	(6.07751442107155e+01dB,-6.32595221040809e+00°)	(6.11204997306806e+01dB,-7.02348581404264e+00°)
9.66050878989839e+05	(6.07746298873625e+01dB,-6.39908601157881e+00°)	(6.11199638668431e+01dB,-7.10467812628563e+00°)
9.77237220955837e+05	(6.07741036181163e+01dB,-6.47306255130023e+00°)	(6.11194155645970e+01dB,-7.18680584245368e+00°)
9.88553094656966e+05	(6.07735651263293e+01dB,-6.54789144416408e+00°)	(6.11188545362547e+01dB,-7.26987962762479e+00°)
1.00000000000003e+06	(6.07730141289855e+01dB,-6.62358241107407e+00°)	(6.11182804875231e+01dB,-7.35391026457516e+00°)
1.01157945425993e+06	(6.07724503365558e+01dB,-6.70014528030260e+00°)	(6.11176931173542e+01dB,-7.43890865494134e+00°)
1.02329299228078e+06	(6.07718734528492e+01dB,-6.77758998855375e+00°)	(6.11170921177924e+01dB,-7.52488582038879e+00°)
1.03514216667937e+06	(6.07712831748625e+01dB,-6.85592658203239e+00°)	(6.11164771738185e+01dB,-7.61185290378702e+00°)
1.04712854805093e+06	(6.07706791926248e+01dB,-6.93516521751916e+00°)	(6.11158479631903e+01dB,-7.69982117039078e+00°)
1.05925372517732e+06	(6.07700611890402e+01dB,-7.01531616345137e+00°)	(6.11152041562794e+01dB,-7.78880200902760e+00°)
1.07151930523764e+06	(6.07694288397255e+01dB,-7.09638980100953e+00°)	(6.11145454159055e+01dB,-7.87880693329090e+00°)
1.08392691402123e+06	(6.07687818128457e+01dB,-7.17839662520932e+00°)	(6.11138713971655e+01dB,-7.96984758273905e+00°)
1.09647819614322e+06	(6.07681197689449e+01dB,-7.26134724599892e+00°)	(6.11131817472603e+01dB,-8.06193572409977e+00°)
1.10917481526243e+06	(6.07674423607742e+01dB,-7.34525238936153e+00°)	(6.11124761053170e+01dB,-8.15508325247992e+00°)
