,combo,TF,param,type,denom order,numer order,numer facator count,denom factor count,numer factor degrees,denom factor degrees,max denom degree,max numer degree,k,numer factors,denom factors
2281,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, 1/(C_5*s), R_6)",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} R_{6} s + s^{2} \left(C_{1} C_{3} C_{5} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{6}\right)}{C_{1} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} + C_{1} C_{2} C_{3} R_{2} R_{4} - C_{1} C_{2} C_{5} R_{2} R_{4}\right) + s \left(C_{1} C_{2} R_{2} + C_{1} C_{2} R_{4} + C_{1} C_{3} R_{4} - C_{1} C_{5} R_{4} + C_{2} C_{3} R_{4}\right)},,X-INVALID-ORDER,2,3,3,1,"[1, 1, 1]",[2],2,1,C_1*C_2*C_3*C_5*R_4**2*R_6*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_2*C_3*R_4)/(C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4)*s + 1/(C_2*C_3*R_1*R_4 + C_2*C_3*R_2*R_4 - C_2*C_5*R_2*R_4), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4)')]"
2282,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, 1/(C_5*s), R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{6}\right) + s \left(C_{1} C_{3} C_{5} R_{1} R_{4} + C_{2} C_{3} C_{5} R_{2} R_{4} + C_{3} C_{5} C_{6} R_{4} R_{6}\right)}{C_{1} C_{6} + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4}\right) + s \left(C_{1} C_{2} C_{6} R_{2} + C_{1} C_{2} C_{6} R_{4} + C_{1} C_{3} C_{6} R_{4} - C_{1} C_{5} C_{6} R_{4} + C_{2} C_{3} C_{6} R_{4}\right)},,X-INVALID-ORDER,2,3,3,1,"[1, 1, 1]",[2],2,1,C_1*C_2*C_3*C_5*R_4**2*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1*R_4 + C_1*C_2*C_3*C_6*R_2*R_4 - C_1*C_2*C_5*C_6*R_2*R_4),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_2*C_3*R_4)/(C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4)*s + 1/(C_2*C_3*R_1*R_4 + C_2*C_3*R_2*R_4 - C_2*C_5*R_2*R_4), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4)')]"
2283,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, 1/(C_5*s), R_6/(C_6*R_6*s + 1))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} R_{6} s + s^{2} \left(C_{1} C_{3} C_{5} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{6}\right)}{C_{1} + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} R_{6} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} R_{6} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} + C_{1} C_{2} C_{3} R_{2} R_{4} - C_{1} C_{2} C_{5} R_{2} R_{4} + C_{1} C_{2} C_{6} R_{2} R_{6} + C_{1} C_{2} C_{6} R_{4} R_{6} + C_{1} C_{3} C_{6} R_{4} R_{6} - C_{1} C_{5} C_{6} R_{4} R_{6} + C_{2} C_{3} C_{6} R_{4} R_{6}\right) + s \left(C_{1} C_{2} R_{2} + C_{1} C_{2} R_{4} + C_{1} C_{3} R_{4} - C_{1} C_{5} R_{4} + C_{1} C_{6} R_{6} + C_{2} C_{3} R_{4}\right)},,X-INVALID-ORDER,3,3,3,2,"[1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_5*C_6*R_4**2*R_6**2*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1*R_4*R_6 + C_1*C_2*C_3*C_6*R_2*R_4*R_6 - C_1*C_2*C_5*C_6*R_2*R_4*R_6),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_2*C_3*R_4)/(C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4)*s + 1/(C_2*C_3*R_1*R_4 + C_2*C_3*R_2*R_4 - C_2*C_5*R_2*R_4), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4)')]"
2284,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5 + 1/(C_5*s), R_6)",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} R_{6} s + s^{2} \left(C_{1} C_{3} C_{5} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{6}\right)}{C_{1} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{5} R_{2} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} + C_{1} C_{2} C_{3} R_{2} R_{4} - C_{1} C_{2} C_{5} R_{2} R_{4} + C_{1} C_{2} C_{5} R_{2} R_{5} + C_{1} C_{2} C_{5} R_{4} R_{5} + C_{1} C_{3} C_{5} R_{4} R_{5} + C_{2} C_{3} C_{5} R_{4} R_{5}\right) + s \left(C_{1} C_{2} R_{2} + C_{1} C_{2} R_{4} + C_{1} C_{3} R_{4} - C_{1} C_{5} R_{4} + C_{1} C_{5} R_{5} + C_{2} C_{3} R_{4}\right)},,X-INVALID-ORDER,3,3,3,1,"[1, 1, 1]",[3],3,1,C_1*C_2*C_3**2*C_5**2*R_4**2*R_5*R_6*(R_1 + R_2)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s**3 + (C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4 + C_1*C_2*C_5*R_2*R_5 + C_1*C_2*C_5*R_4*R_5 + C_1*C_3*C_5*R_4*R_5 + C_2*C_3*C_5*R_4*R_5)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_1*C_5*R_5 + C_2*C_3*R_4)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s + 1/(C_2*C_3*C_5*R_1*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2285,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} s^{2} + C_{3} C_{5} R_{4} + s \left(C_{1} C_{3} C_{5} R_{1} R_{4} + C_{2} C_{3} C_{5} R_{2} R_{4}\right)}{C_{1} C_{6} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{5} C_{6} R_{4} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{4} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} + C_{1} C_{2} C_{6} R_{4} + C_{1} C_{3} C_{6} R_{4} - C_{1} C_{5} C_{6} R_{4} + C_{1} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{4}\right)},,X-INVALID-ORDER,3,2,2,1,"[1, 1]",[3],3,1,C_1*C_2*C_3**2*C_5**2*R_4**2*R_5*(R_1 + R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*C_6*R_2*R_4*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s**3 + (C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4 + C_1*C_2*C_5*R_2*R_5 + C_1*C_2*C_5*R_4*R_5 + C_1*C_3*C_5*R_4*R_5 + C_2*C_3*C_5*R_4*R_5)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_1*C_5*R_5 + C_2*C_3*R_4)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s + 1/(C_2*C_3*C_5*R_1*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2286,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5 + 1/(C_5*s), R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{6}\right) + s \left(C_{1} C_{3} C_{5} R_{1} R_{4} + C_{2} C_{3} C_{5} R_{2} R_{4} + C_{3} C_{5} C_{6} R_{4} R_{6}\right)}{C_{1} C_{6} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{5} C_{6} R_{4} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{4} R_{5}\right) + s \left(C_{1} C_{2} C_{6} R_{2} + C_{1} C_{2} C_{6} R_{4} + C_{1} C_{3} C_{6} R_{4} - C_{1} C_{5} C_{6} R_{4} + C_{1} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{4}\right)},,X-INVALID-ORDER,3,3,3,1,"[1, 1, 1]",[3],3,1,C_1*C_2*C_3**2*C_5**2*R_4**2*R_5*(R_1 + R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*C_6*R_2*R_4*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s**3 + (C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4 + C_1*C_2*C_5*R_2*R_5 + C_1*C_2*C_5*R_4*R_5 + C_1*C_3*C_5*R_4*R_5 + C_2*C_3*C_5*R_4*R_5)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_1*C_5*R_5 + C_2*C_3*R_4)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s + 1/(C_2*C_3*C_5*R_1*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2287,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{6} s^{3} + C_{3} C_{5} R_{4} R_{6} s + s^{2} \left(C_{1} C_{3} C_{5} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{6}\right)}{C_{1} + s^{4} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{4} R_{5} R_{6} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s^{3} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{5} R_{2} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} R_{6} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} R_{6} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{6} + C_{1} C_{2} C_{5} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{2} C_{5} C_{6} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{5} C_{6} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{4} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} + C_{1} C_{2} C_{3} R_{2} R_{4} - C_{1} C_{2} C_{5} R_{2} R_{4} + C_{1} C_{2} C_{5} R_{2} R_{5} + C_{1} C_{2} C_{5} R_{4} R_{5} + C_{1} C_{2} C_{6} R_{2} R_{6} + C_{1} C_{2} C_{6} R_{4} R_{6} + C_{1} C_{3} C_{5} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{4} R_{6} - C_{1} C_{5} C_{6} R_{4} R_{6} + C_{1} C_{5} C_{6} R_{5} R_{6} + C_{2} C_{3} C_{5} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{4} R_{6}\right) + s \left(C_{1} C_{2} R_{2} + C_{1} C_{2} R_{4} + C_{1} C_{3} R_{4} - C_{1} C_{5} R_{4} + C_{1} C_{5} R_{5} + C_{1} C_{6} R_{6} + C_{2} C_{3} R_{4}\right)},,X-INVALID-ORDER,4,3,3,2,"[1, 1, 1]","[1, 3]",3,1,C_1*C_2*C_3**2*C_5**2*C_6*R_4**2*R_5*R_6**2*(R_1 + R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_4*R_5*R_6 + C_1*C_2*C_3*C_5*C_6*R_2*R_4*R_5*R_6),"[Poly(s, s, domain='ZZ'), Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**3 + (C_1*C_2*C_3*R_1*R_4 + C_1*C_2*C_3*R_2*R_4 - C_1*C_2*C_5*R_2*R_4 + C_1*C_2*C_5*R_2*R_5 + C_1*C_2*C_5*R_4*R_5 + C_1*C_3*C_5*R_4*R_5 + C_2*C_3*C_5*R_4*R_5)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s**2 + (C_1*C_2*R_2 + C_1*C_2*R_4 + C_1*C_3*R_4 - C_1*C_5*R_4 + C_1*C_5*R_5 + C_2*C_3*R_4)/(C_1*C_2*C_3*C_5*R_1*R_4*R_5 + C_1*C_2*C_3*C_5*R_2*R_4*R_5)*s + 1/(C_2*C_3*C_5*R_1*R_4*R_5 + C_2*C_3*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2288,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5/(C_5*R_5*s + 1), R_6)",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{5} R_{6} s^{3} + C_{3} R_{4} R_{6} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} R_{4} R_{6} + C_{1} C_{3} C_{5} R_{1} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{5} R_{6}\right) + s \left(C_{1} C_{3} R_{1} R_{4} R_{6} + C_{2} C_{3} R_{2} R_{4} R_{6} + C_{3} C_{5} R_{4} R_{5} R_{6}\right)}{- C_{1} R_{4} + C_{1} R_{5} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} R_{2} R_{4} R_{5} - C_{1} C_{2} C_{5} R_{2} R_{4} R_{5}\right) + s \left(- C_{1} C_{2} R_{2} R_{4} + C_{1} C_{2} R_{2} R_{5} + C_{1} C_{2} R_{4} R_{5} + C_{1} C_{3} R_{4} R_{5} - C_{1} C_{5} R_{4} R_{5} + C_{2} C_{3} R_{4} R_{5}\right)},,X-INVALID-ORDER,2,3,3,1,"[1, 1, 1]",[2],2,1,C_1*C_2*C_3*R_4**2*R_5*R_6*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*R_1*R_4*R_5 + C_1*C_2*C_3*R_2*R_4*R_5 - C_1*C_2*C_5*R_2*R_4*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s**2 + (-C_1*C_2*R_2*R_4 + C_1*C_2*R_2*R_5 + C_1*C_2*R_4*R_5 + C_1*C_3*R_4*R_5 - C_1*C_5*R_4*R_5 + C_2*C_3*R_4*R_5)/(C_1*C_2*C_3*R_1*R_4*R_5 + C_1*C_2*C_3*R_2*R_4*R_5 - C_1*C_2*C_5*R_2*R_4*R_5)*s + (-R_4 + R_5)/(C_2*C_3*R_1*R_4*R_5 + C_2*C_3*R_2*R_4*R_5 - C_2*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2289,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5/(C_5*R_5*s + 1), 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{5} s^{3} + C_{3} R_{4} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} R_{4} + C_{1} C_{3} C_{5} R_{1} R_{4} R_{5} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{5}\right) + s \left(C_{1} C_{3} R_{1} R_{4} + C_{2} C_{3} R_{2} R_{4} + C_{3} C_{5} R_{4} R_{5}\right)}{s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} R_{5} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s^{2} \left(- C_{1} C_{2} C_{6} R_{2} R_{4} + C_{1} C_{2} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{6} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{4} R_{5} - C_{1} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{4} R_{5}\right) + s \left(- C_{1} C_{6} R_{4} + C_{1} C_{6} R_{5}\right)},,X-INVALID-ORDER,3,3,3,2,"[1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*R_4**2*R_5*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1*R_4*R_5 + C_1*C_2*C_3*C_6*R_2*R_4*R_5 - C_1*C_2*C_5*C_6*R_2*R_4*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (-C_1*C_2*R_2*R_4 + C_1*C_2*R_2*R_5 + C_1*C_2*R_4*R_5 + C_1*C_3*R_4*R_5 - C_1*C_5*R_4*R_5 + C_2*C_3*R_4*R_5)/(C_1*C_2*C_3*R_1*R_4*R_5 + C_1*C_2*C_3*R_2*R_4*R_5 - C_1*C_2*C_5*R_2*R_4*R_5)*s + (-R_4 + R_5)/(C_2*C_3*R_1*R_4*R_5 + C_2*C_3*R_2*R_4*R_5 - C_2*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2290,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5/(C_5*R_5*s + 1), R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{2} R_{4} R_{5} R_{6} s^{4} + C_{3} R_{4} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{1} R_{2} R_{4} R_{6} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} R_{4} + C_{1} C_{3} C_{5} R_{1} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{1} R_{4} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{2} R_{4} R_{6} + C_{3} C_{5} C_{6} R_{4} R_{5} R_{6}\right) + s \left(C_{1} C_{3} R_{1} R_{4} + C_{2} C_{3} R_{2} R_{4} + C_{3} C_{5} R_{4} R_{5} + C_{3} C_{6} R_{4} R_{6}\right)}{s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} R_{5} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{5}\right) + s^{2} \left(- C_{1} C_{2} C_{6} R_{2} R_{4} + C_{1} C_{2} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{6} R_{4} R_{5} + C_{1} C_{3} C_{6} R_{4} R_{5} - C_{1} C_{5} C_{6} R_{4} R_{5} + C_{2} C_{3} C_{6} R_{4} R_{5}\right) + s \left(- C_{1} C_{6} R_{4} + C_{1} C_{6} R_{5}\right)},,X-INVALID-ORDER,3,4,4,2,"[1, 1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*R_4**2*R_5*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1*R_4*R_5 + C_1*C_2*C_3*C_6*R_2*R_4*R_5 - C_1*C_2*C_5*C_6*R_2*R_4*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (-C_1*C_2*R_2*R_4 + C_1*C_2*R_2*R_5 + C_1*C_2*R_4*R_5 + C_1*C_3*R_4*R_5 - C_1*C_5*R_4*R_5 + C_2*C_3*R_4*R_5)/(C_1*C_2*C_3*R_1*R_4*R_5 + C_1*C_2*C_3*R_2*R_4*R_5 - C_1*C_2*C_5*R_2*R_4*R_5)*s + (-R_4 + R_5)/(C_2*C_3*R_1*R_4*R_5 + C_2*C_3*R_2*R_4*R_5 - C_2*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
