time,V(lpf_3rd_10mhz),V(lpf_3rd_50mhz)
1.21473E-07,0.1393924,-0.006999734
1.21563E-07,0.1443567,-0.01150224
1.21653E-07,0.149316,-0.01598801
1.21743E-07,0.1542702,-0.02045703
1.21833E-07,0.1592193,-0.02490932
1.21923E-07,0.1641634,-0.02934486
1.22013E-07,0.1691024,-0.03376367
1.22103E-07,0.1740364,-0.03816573
1.22177E-07,0.1781045,-0.04177488
1.22252E-07,0.1821685,-0.04535739
1.22326E-07,0.1862283,-0.04891325
1.224E-07,0.1902841,-0.05244248
1.22475E-07,0.1943357,-0.05594506
1.22549E-07,0.1983831,-0.059421
1.22623E-07,0.2024264,-0.06287029
1.22703E-07,0.2067755,-0.06654248
1.22812E-07,0.2126701,-0.07147389
1.2292E-07,0.2185541,-0.07631045
1.23029E-07,0.2244274,-0.08105214
1.23137E-07,0.2302901,-0.08569897
1.23246E-07,0.2361421,-0.09025094
1.23355E-07,0.2419834,-0.09470804
1.23463E-07,0.2478141,-0.09907029
1.23507E-07,0.2501888,-0.1008127
1.23552E-07,0.2525616,-0.1025352
1.23596E-07,0.2549324,-0.1042377
1.2364E-07,0.2573011,-0.1059201
1.23685E-07,0.2596679,-0.1075826
1.23729E-07,0.2620327,-0.109225
1.23773E-07,0.2643954,-0.1108475
1.23822E-07,0.2669845,-0.1126028
1.2387E-07,0.2695711,-0.1143312
1.23919E-07,0.272155,-0.1160329
1.23967E-07,0.2747364,-0.1177077
1.24016E-07,0.2773152,-0.1193558
1.24065E-07,0.2798915,-0.1209771
1.24113E-07,0.2824652,-0.1225715
1.2417E-07,0.2854897,-0.1244116
1.24227E-07,0.2885104,-0.1262106
1.24285E-07,0.2915274,-0.1279688
1.24342E-07,0.2945405,-0.129686
1.24399E-07,0.2975498,-0.1313622
1.24456E-07,0.3005554,-0.1329975
1.24513E-07,0.3035571,-0.1345919
1.24637E-07,0.310073,-0.1379187
1.24762E-07,0.3165689,-0.1410271
1.24886E-07,0.3230448,-0.1439169
1.2501E-07,0.3295007,-0.1465883
1.25135E-07,0.3359367,-0.1490412
1.25259E-07,0.3423526,-0.1512756
1.25383E-07,0.3487485,-0.1532915
1.25443E-07,0.3518282,-0.1541781
1.25503E-07,0.3549028,-0.1550099
1.25563E-07,0.3579722,-0.1557867
1.25623E-07,0.3610365,-0.1565088
1.25683E-07,0.3640957,-0.157176
1.25743E-07,0.3671498,-0.1577883
1.25803E-07,0.3701987,-0.1583457
1.25842E-07,0.3721559,-0.1586744
1.2588E-07,0.3741108,-0.15898
1.25919E-07,0.3760635,-0.1592624
1.25957E-07,0.378014,-0.1595216
1.25996E-07,0.3799623,-0.1597577
1.26035E-07,0.3819084,-0.1599706
1.26073E-07,0.3838522,-0.1601604
1.26157E-07,0.3880922,-0.160494
1.26242E-07,0.3923209,-0.1607161
1.26326E-07,0.3965385,-0.1608267
1.2641E-07,0.4007448,-0.1608258
1.26495E-07,0.4049398,-0.1607134
1.26579E-07,0.4091237,-0.1604895
1.26663E-07,0.4132963,-0.1601541
1.26719E-07,0.416048,-0.1598711
1.26775E-07,0.4187945,-0.1595399
1.2683E-07,0.4215357,-0.1591606
1.26886E-07,0.4242718,-0.1587332
1.26942E-07,0.4270027,-0.1582575
1.26997E-07,0.4297284,-0.1577337
1.27053E-07,0.4324488,-0.1571617
1.27156E-07,0.4374576,-0.1559773
1.27259E-07,0.4424475,-0.1546357
1.27362E-07,0.4474185,-0.153137
1.27465E-07,0.4523707,-0.1514812
1.27567E-07,0.457304,-0.1496682
1.2767E-07,0.4622185,-0.1476982
1.27773E-07,0.4671141,-0.145571
1.27916E-07,0.4738816,-0.1423544
1.28059E-07,0.4806095,-0.1388736
1.28202E-07,0.4872978,-0.1351286
1.28345E-07,0.4939464,-0.1311194
1.28487E-07,0.5005553,-0.1268459
1.2863E-07,0.5071245,-0.1223083
1.28773E-07,0.5136541,-0.1175063
1.28825E-07,0.5159942,-0.1157263
1.28876E-07,0.5183288,-0.1139177
1.28927E-07,0.520658,-0.1120806
1.28979E-07,0.5229817,-0.1102148
1.2903E-07,0.5253,-0.1083205
1.29082E-07,0.5276127,-0.1063977
1.29133E-07,0.52992,-0.1044462
1.2925E-07,0.5351554,-0.09988827
1.29367E-07,0.5403609,-0.09521363
1.29485E-07,0.5455366,-0.09042228
1.29602E-07,0.5506826,-0.08551424
1.29719E-07,0.5557988,-0.0804895
1.29836E-07,0.5608852,-0.07534807
1.29953E-07,0.5659419,-0.07008994
1.29987E-07,0.5674159,-0.0685376
1.30022E-07,0.5688872,-0.06697797
1.30056E-07,0.5703559,-0.06541103
1.3009E-07,0.5718219,-0.06383679
1.30125E-07,0.5732853,-0.06225525
1.30159E-07,0.574746,-0.06066641
1.30193E-07,0.5762041,-0.05907027
1.30292E-07,0.5803813,-0.05443489
1.3039E-07,0.5845359,-0.04976027
1.30489E-07,0.5886677,-0.0450464
1.30587E-07,0.5927768,-0.04029329
1.30686E-07,0.5968632,-0.03550094
1.30785E-07,0.6009269,-0.03066934
1.30883E-07,0.6049678,-0.0257985
1.30929E-07,0.6068339,-0.02353558
1.30975E-07,0.6086948,-0.02126933
1.3102E-07,0.6105507,-0.01899975
1.31066E-07,0.6124016,-0.01672684
1.31112E-07,0.6142474,-0.0144506
1.31157E-07,0.6160881,-0.01217103
1.31203E-07,0.6179238,-0.009888134
1.31245E-07,0.6195829,-0.007817977
1.31286E-07,0.6212379,-0.005747665
1.31327E-07,0.6228885,-0.003677198
1.31369E-07,0.624535,-0.001606576
1.3141E-07,0.6261772,0.000464201
1.31452E-07,0.6278152,0.002535134
1.31493E-07,0.629449,0.004606222
1.31599E-07,0.6335988,0.009897565
1.31705E-07,0.6377201,0.01516165
1.3181E-07,0.641813,0.02039848
1.31916E-07,0.6458773,0.02560806
1.32022E-07,0.6499132,0.03079038
1.32127E-07,0.6539206,0.03594545
1.32233E-07,0.6578996,0.04107326
1.32319E-07,0.6611042,0.04519218
1.32405E-07,0.6642895,0.04926977
1.3249E-07,0.6674553,0.05330602
1.32576E-07,0.6706016,0.05730094
1.32662E-07,0.6737284,0.06125453
1.32747E-07,0.6768359,0.06516678
1.32833E-07,0.6799238,0.06903769
1.32943E-07,0.6838574,0.07392053
1.33023E-07,0.6866979,0.07742057
1.33103E-07,0.6895207,0.08086527
1.33183E-07,0.692326,0.08425463
1.33263E-07,0.6951137,0.08758865
1.33343E-07,0.6978839,0.09086734
1.33423E-07,0.7006365,0.09409068
1.33503E-07,0.7033715,0.09725869
1.33566E-07,0.7055079,0.09970224
1.33629E-07,0.7076332,0.1021039
1.33692E-07,0.7097473,0.1044638
1.33755E-07,0.7118504,0.1067818
1.33817E-07,0.7139423,0.1090579
1.3388E-07,0.7160231,0.1112922
1.33943E-07,0.7180928,0.1134847
1.34022E-07,0.7206642,0.1161629
1.341E-07,0.7232179,0.1187655
1.34179E-07,0.7257537,0.1212925
1.34257E-07,0.7282719,0.1237438
1.34336E-07,0.7307722,0.1261194
1.34415E-07,0.7332548,0.1284194
1.34493E-07,0.7357196,0.1306437
1.34607E-07,0.739273,0.1337378
1.34722E-07,0.7427877,0.1366487
1.34836E-07,0.7462637,0.1393763
1.3495E-07,0.7497011,0.1419206
1.35065E-07,0.7530998,0.1442816
1.35179E-07,0.7564599,0.1464593
1.35293E-07,0.7597813,0.1484538
1.3536E-07,0.7617141,0.1495318
1.35427E-07,0.7636333,0.1505414
1.35495E-07,0.7655388,0.1514828
1.35562E-07,0.7674307,0.1523558
1.35629E-07,0.7693089,0.1531605
1.35696E-07,0.7711734,0.1538968
1.35763E-07,0.7730242,0.1545649
1.35802E-07,0.7740812,0.1549168
1.3584E-07,0.7751336,0.1552456
1.35879E-07,0.7761814,0.1555513
1.35917E-07,0.7772247,0.1558339
1.35956E-07,0.7782634,0.1560934
1.35995E-07,0.7792975,0.1563297
1.36033E-07,0.7803271,0.156543
1.36112E-07,0.7824101,0.1569055
1.3619E-07,0.784474,0.1571712
1.36269E-07,0.7865186,0.15734
1.36347E-07,0.788544,0.1574119
1.36426E-07,0.7905502,0.157387
1.36505E-07,0.7925371,0.1572652
1.36583E-07,0.7945048,0.1570466
1.36622E-07,0.7954636,0.1569038
1.3666E-07,0.7964177,0.1567378
1.36699E-07,0.7973672,0.1565485
1.36737E-07,0.7983119,0.1563361
1.36776E-07,0.7992519,0.1561004
1.36815E-07,0.8001873,0.1558415
1.36853E-07,0.8011179,0.1555594
1.36969E-07,0.8038818,0.15457
1.37085E-07,0.8066028,0.1533788
1.372E-07,0.8092808,0.151986
1.37316E-07,0.8119159,0.1503913
1.37432E-07,0.8145081,0.148595
1.37547E-07,0.8170573,0.1465969
1.37663E-07,0.8195636,0.1443971
1.37787E-07,0.8222072,0.1418136
1.37912E-07,0.8248001,0.1390229
1.38036E-07,0.8273424,0.136025
1.3816E-07,0.8298341,0.13282
1.38285E-07,0.8322752,0.1294078
1.38409E-07,0.8346657,0.1257885
1.38533E-07,0.8370055,0.121962
1.3859E-07,0.838064,0.1201434
1.38647E-07,0.8391116,0.118287
1.38705E-07,0.8401483,0.1163929
1.38762E-07,0.8411743,0.1144611
1.38819E-07,0.8421893,0.1124915
1.38876E-07,0.8431935,0.1104842
1.38933E-07,0.8441868,0.1084392
1.39025E-07,0.8457536,0.1050888
1.39116E-07,0.8472922,0.1016576
1.39207E-07,0.8488027,0.0981456
1.39299E-07,0.8502852,0.09455278
1.3939E-07,0.8517395,0.09087916
1.39482E-07,0.8531657,0.08712473
1.39573E-07,0.8545639,0.08328949
1.39635E-07,0.8554874,0.08067565
1.39696E-07,0.856398,0.07803362
1.39757E-07,0.8572959,0.07536341
1.39819E-07,0.858181,0.07266501
1.3988E-07,0.8590532,0.06993843
1.39942E-07,0.8599127,0.06718367
1.40003E-07,0.8607594,0.06440073
1.40093E-07,0.8619767,0.06027446
1.40183E-07,0.8631662,0.05610708
1.40273E-07,0.8643281,0.05189857
1.40363E-07,0.8654622,0.04764895
1.40453E-07,0.8665687,0.04335821
1.40543E-07,0.8676474,0.03902634
1.40633E-07,0.8686984,0.03465336
1.40687E-07,0.8693189,0.03200462
1.40742E-07,0.8699292,0.02934801
1.40796E-07,0.8705293,0.02668352
1.4085E-07,0.8711193,0.02401117
1.40905E-07,0.8716992,0.02133095
1.40959E-07,0.8722689,0.01864286
1.41013E-07,0.8728284,0.01594691
1.41079E-07,0.8734922,0.01267544
1.41145E-07,0.874141,0.009401323
1.4121E-07,0.8747748,0.006124564
1.41276E-07,0.8753937,0.002845159
1.41342E-07,0.8759977,-0.000436892
1.41407E-07,0.8765867,-0.003721588
1.41473E-07,0.8771607,-0.007008929
1.41563E-07,0.8779226,-0.01151136
1.41653E-07,0.8786564,-0.01599705
1.41743E-07,0.8793619,-0.020466
1.41833E-07,0.8800393,-0.02491821
1.41923E-07,0.8806884,-0.02935368
1.42013E-07,0.8813094,-0.03377241
1.42103E-07,0.8819022,-0.0381744
1.42177E-07,0.8823702,-0.04178349
1.42252E-07,0.8828189,-0.04536593
1.42326E-07,0.8832483,-0.04892174
1.424E-07,0.8836585,-0.0524509
1.42475E-07,0.8840493,-0.05595342
1.42549E-07,0.8844209,-0.0594293
1.42623E-07,0.8847733,-0.06287854
1.42702E-07,0.8851248,-0.06649077
1.4278E-07,0.8854548,-0.0700582
1.42859E-07,0.8857631,-0.07358083
1.42937E-07,0.8860498,-0.07705865
1.43016E-07,0.8863148,-0.08049168
1.43095E-07,0.8865583,-0.08387991
1.43173E-07,0.8867801,-0.08722334
1.43183E-07,0.8868067,-0.0876445
1.4323E-07,0.8869277,-0.08961955
1.43277E-07,0.887041,-0.09157427
1.43325E-07,0.8871464,-0.09350865
1.43372E-07,0.887244,-0.0954227
1.43419E-07,0.8873339,-0.09731641
1.43466E-07,0.8874159,-0.09918979
1.43513E-07,0.8874902,-0.1010428
1.43572E-07,0.8875715,-0.1033153
1.4363E-07,0.8876408,-0.1055515
1.43689E-07,0.8876981,-0.1077514
1.43747E-07,0.8877433,-0.1099151
1.43806E-07,0.8877765,-0.1120426
1.43865E-07,0.8877976,-0.1141338
1.43923E-07,0.8878067,-0.1161887
1.44E-07,0.8878002,-0.1188372
1.44077E-07,0.8877729,-0.1214133
1.44155E-07,0.8877246,-0.123917
1.44232E-07,0.8876555,-0.1263482
1.44309E-07,0.8875655,-0.128707
1.44386E-07,0.8874546,-0.1309934
1.44463E-07,0.8873228,-0.1332073
1.44575E-07,0.8870955,-0.1362715
1.44686E-07,0.8868247,-0.1391626
1.44797E-07,0.8865104,-0.1418807
1.44909E-07,0.8861525,-0.1444256
1.4502E-07,0.8857511,-0.1467975
1.45132E-07,0.8853062,-0.1489962
1.45243E-07,0.8848177,-0.1510219
1.45312E-07,0.8844955,-0.1521742
1.4538E-07,0.8841569,-0.1532554
1.45449E-07,0.8838018,-0.1542657
1.45517E-07,0.8834303,-0.155205
1.45586E-07,0.8830424,-0.1560734
1.45655E-07,0.8826381,-0.1568707
1.45723E-07,0.8822173,-0.1575971
1.45767E-07,0.8819368,-0.1580273
1.45812E-07,0.8816495,-0.158427
1.45856E-07,0.8813554,-0.1587963
1.459E-07,0.8810544,-0.1591352
1.45945E-07,0.8807466,-0.1594437
1.45989E-07,0.8804319,-0.1597217
1.46033E-07,0.8801104,-0.1599692
1.46112E-07,0.8795232,-0.160333
1.4619E-07,0.8789146,-0.1605998
1.46269E-07,0.8782845,-0.1607697
1.46347E-07,0.877633,-0.1608428
1.46426E-07,0.87696,-0.160819
1.46505E-07,0.8762655,-0.1606983
1.46583E-07,0.8755497,-0.1604807
1.46625E-07,0.8751636,-0.1603269
1.46666E-07,0.8747717,-0.1601463
1.46707E-07,0.8743737,-0.1599389
1.46749E-07,0.8739699,-0.1597047
1.4679E-07,0.8735601,-0.1594438
1.46832E-07,0.8731444,-0.1591561
1.46873E-07,0.8727227,-0.1588416
1.46987E-07,0.8715287,-0.1578315
1.47102E-07,0.8702898,-0.1566248
1.47216E-07,0.869006,-0.1552215
1.4733E-07,0.8676774,-0.1536216
1.47445E-07,0.8663039,-0.151825
1.47559E-07,0.8648856,-0.1498317
1.47673E-07,0.8634224,-0.1476419
1.478E-07,0.8617421,-0.1449779
1.47927E-07,0.8600069,-0.1420978
1.48055E-07,0.858217,-0.1390016
1.48182E-07,0.8563722,-0.1356893
1.48309E-07,0.8544726,-0.132161
1.48436E-07,0.8525182,-0.1284165
1.48563E-07,0.8505089,-0.1244559
1.48616E-07,0.8496577,-0.1227558
1.48669E-07,0.8487971,-0.1210235
1.48722E-07,0.8479271,-0.1192591
1.48775E-07,0.8470478,-0.1174624
1.48827E-07,0.8461591,-0.1156337
1.4888E-07,0.8452611,-0.1137727
1.48933E-07,0.8443537,-0.1118796
1.49025E-07,0.842762,-0.1085284
1.49116E-07,0.8411426,-0.1050964
1.49207E-07,0.8394954,-0.1015834
1.49299E-07,0.8378205,-0.09798963
1.4939E-07,0.8361179,-0.09431497
1.49482E-07,0.8343875,-0.09055943
1.49573E-07,0.8326294,-0.08672303
1.49635E-07,0.8314328,-0.08410838
1.49696E-07,0.8302238,-0.08146554
1.49757E-07,0.8290024,-0.07879449
1.49819E-07,0.8277687,-0.07609524
1.4988E-07,0.8265226,-0.07336779
1.49942E-07,0.8252641,-0.07061214
1.50003E-07,0.8239933,-0.06782828
1.50093E-07,0.8221091,-0.06370066
1.50183E-07,0.8201986,-0.05953191
1.50273E-07,0.818262,-0.05532204
1.50363E-07,0.8162993,-0.05107103
1.50453E-07,0.8143103,-0.04677889
1.50543E-07,0.8122951,-0.04244562
1.50633E-07,0.8102537,-0.03807122
1.50689E-07,0.8089771,-0.03535165
1.50745E-07,0.8076905,-0.03262388
1.508E-07,0.8063941,-0.02988791
1.50856E-07,0.8050877,-0.02714372
1.50912E-07,0.8037715,-0.02439133
1.50967E-07,0.8024454,-0.02163074
1.51023E-07,0.8011094,-0.01886193
1.51087E-07,0.7995556,-0.01565984
1.51152E-07,0.7979887,-0.01245534
1.51216E-07,0.7964089,-0.009248427
1.5128E-07,0.7948161,-0.006039102
1.51345E-07,0.7932102,-0.002827364
1.51409E-07,0.7915914,0.000386786
1.51473E-07,0.7899595,0.003603348
1.51565E-07,0.7876163,0.008178644
1.51656E-07,0.7852473,0.0127364
1.51747E-07,0.7828524,0.01727662
1.51839E-07,0.7804316,0.0217993
1.5193E-07,0.777985,0.02630444
1.52022E-07,0.7755126,0.03079205
1.52113E-07,0.7730142,0.03526212
1.52213E-07,0.7702524,0.04011763
1.52313E-07,0.7674603,0.04492013
1.52413E-07,0.7646381,0.04966962
1.52513E-07,0.7617856,0.05436611
1.52613E-07,0.7589029,0.05900958
1.52713E-07,0.7559901,0.06360005
1.52813E-07,0.753047,0.0681375
1.52899E-07,0.7505007,0.0719688
1.52985E-07,0.7479328,0.07573994
1.5307E-07,0.7453433,0.07945093
1.53156E-07,0.7427321,0.08310175
1.53242E-07,0.7400994,0.08669242
1.53327E-07,0.7374449,0.09022293
1.53413E-07,0.7347689,0.09369329
1.53423E-07,0.7344553,0.09409294
1.53465E-07,0.7331531,0.09573918
1.53506E-07,0.7318459,0.09736822
1.53547E-07,0.7305337,0.09898008
1.53589E-07,0.7292166,0.1005747
1.5363E-07,0.7278946,0.1021522
1.53672E-07,0.7265676,0.1037125
1.53713E-07,0.7252356,0.1052555
1.53749E-07,0.7240834,0.1065711
1.53785E-07,0.7229276,0.1078725
1.5382E-07,0.7217681,0.10916
1.53856E-07,0.720605,0.1104334
1.53892E-07,0.7194382,0.1116927
1.53927E-07,0.7182678,0.1129381
1.53963E-07,0.7170938,0.1141694
1.54039E-07,0.7145928,0.1167338
1.54115E-07,0.7120757,0.1192277
1.5419E-07,0.7095425,0.1216512
1.54266E-07,0.7069933,0.1240043
1.54342E-07,0.7044279,0.126287
1.54417E-07,0.7018466,0.1284992
1.54493E-07,0.6992491,0.130641
1.54607E-07,0.6952981,0.1337352
1.54722E-07,0.6913117,0.136646
1.54836E-07,0.6872899,0.1393737
1.5495E-07,0.6832326,0.141918
1.55065E-07,0.6791399,0.144279
1.55179E-07,0.6750118,0.1464568
1.55293E-07,0.6708483,0.1484513
1.5536E-07,0.6683862,0.1495293
1.55427E-07,0.6659124,0.150539
1.55495E-07,0.6634267,0.1514803
1.55562E-07,0.6609292,0.1523533
1.55629E-07,0.6584199,0.153158
1.55696E-07,0.6558987,0.1538944
1.55763E-07,0.6533658,0.1545625
1.55802E-07,0.6519054,0.1549144
1.5584E-07,0.6504413,0.1552432
1.55879E-07,0.6489733,0.1555489
1.55917E-07,0.6475015,0.1558315
1.55956E-07,0.6460259,0.156091
1.55995E-07,0.6445465,0.1563274
1.56033E-07,0.6430632,0.1565407
1.56112E-07,0.64003,0.1569032
1.5619E-07,0.6369813,0.1571689
1.56269E-07,0.6339171,0.1573377
1.56347E-07,0.6308375,0.1574097
1.56426E-07,0.6277424,0.1573848
1.56505E-07,0.6246319,0.157263
1.56583E-07,0.6215059,0.1570444
1.56622E-07,0.6199659,0.1569016
1.5666E-07,0.6184222,0.1567356
1.56699E-07,0.6168749,0.1565463
1.56737E-07,0.6153239,0.1563339
1.56776E-07,0.6137693,0.1560982
1.56815E-07,0.6122111,0.1558393
1.56853E-07,0.6106493,0.1555572
1.56969E-07,0.6059417,0.1545678
1.57085E-07,0.6012026,0.1533767
1.572E-07,0.596432,0.1519839
1.57316E-07,0.5916299,0.1503893
1.57432E-07,0.5867963,0.148593
1.57547E-07,0.5819312,0.1465949
1.57663E-07,0.5770347,0.1443951
1.57787E-07,0.5717412,0.1418116
1.57912E-07,0.5664135,0.1390209
1.58036E-07,0.5610518,0.1360231
1.5816E-07,0.5556558,0.1328181
1.58285E-07,0.5502258,0.129406
1.58409E-07,0.5447615,0.1257867
1.58533E-07,0.5392631,0.1219602
1.5859E-07,0.5367244,0.1201416
1.58647E-07,0.5341787,0.1182852
1.58705E-07,0.5316262,0.1163911
1.58762E-07,0.5290669,0.1144593
1.58819E-07,0.5265007,0.1124897
1.58876E-07,0.5239276,0.1104824
1.58933E-07,0.5213476,0.1084374
1.59025E-07,0.5172055,0.105087
1.59116E-07,0.5130466,0.1016559
1.59207E-07,0.5088709,0.09814387
1.59299E-07,0.5046784,0.09455108
1.5939E-07,0.5004692,0.09087747
1.59482E-07,0.4962432,0.08712305
1.59573E-07,0.4920004,0.08328783
1.59635E-07,0.4891407,0.080674
1.59696E-07,0.4862739,0.07803198
1.59757E-07,0.4833998,0.07536178
1.59819E-07,0.4805185,0.07266339
1.5988E-07,0.47763,0.06993682
1.59942E-07,0.4747343,0.06718207
1.60003E-07,0.4718314,0.06439913
1.60093E-07,0.4675654,0.06027288
1.60183E-07,0.4632848,0.05610551
1.60273E-07,0.4589894,0.05189702
1.60363E-07,0.4546795,0.04764741
1.60453E-07,0.4503548,0.04335668
1.60543E-07,0.4460155,0.03902483
1.60633E-07,0.4416615,0.03465186
1.60687E-07,0.4390286,0.03200312
1.60742E-07,0.4363906,0.02934652
1.60796E-07,0.4337476,0.02668204
1.6085E-07,0.4310995,0.0240097
1.60905E-07,0.4284463,0.02132949
1.60959E-07,0.4257882,0.0186414
1.61013E-07,0.4231249,0.01594545
1.61079E-07,0.4198943,0.01267399
1.61145E-07,0.4166567,0.00939989
1.6121E-07,0.413412,0.006123139
1.61276E-07,0.4101603,0.002843743
1.61342E-07,0.4069015,-0.000438298
1.61407E-07,0.4036357,-0.003722986
1.61473E-07,0.4003628,-0.007010319
1.61563E-07,0.3958691,-0.01151274
1.61653E-07,0.3913631,-0.01599841
1.61743E-07,0.3868447,-0.02046735
1.61833E-07,0.3823139,-0.02491955
1.61923E-07,0.3777708,-0.02935501
1.62013E-07,0.3732154,-0.03377373
1.62103E-07,0.3686476,-0.03817571
1.62177E-07,0.3648685,-0.04178479
1.62252E-07,0.3610816,-0.04536722
1.62326E-07,0.3572869,-0.04892302
1.624E-07,0.3534845,-0.05245217
1.62475E-07,0.3496743,-0.05595469
1.62549E-07,0.3458563,-0.05943056
1.62623E-07,0.3420306,-0.06287979
1.62739E-07,0.3360559,-0.06819485
1.62855E-07,0.3300641,-0.07340531
1.6297E-07,0.3240552,-0.07851117
1.63086E-07,0.3180293,-0.08351242
1.63202E-07,0.3119864,-0.08840906
1.63317E-07,0.3059263,-0.0932011
1.63433E-07,0.2998492,-0.09788854
1.63663E-07,0.2877247,-0.1067899
1.63703E-07,0.2856098,-0.1082838
1.63743E-07,0.2834931,-0.1097603
1.63783E-07,0.2813747,-0.1112195
1.63823E-07,0.2792544,-0.1126612
1.63863E-07,0.2771324,-0.1140856
1.63903E-07,0.2750086,-0.1154925
1.63943E-07,0.272883,-0.116882
1.64017E-07,0.2689308,-0.1194164
1.64092E-07,0.2649728,-0.1218834
1.64166E-07,0.2610092,-0.1242831
1.6424E-07,0.2570399,-0.1266154
1.64315E-07,0.2530649,-0.1288804
1.64389E-07,0.2490843,-0.131078
1.64463E-07,0.245098,-0.1332083
1.64575E-07,0.239108,-0.1362725
1.64686E-07,0.2331069,-0.1391637
1.64797E-07,0.2270948,-0.1418817
1.64909E-07,0.2210717,-0.1444266
1.6502E-07,0.2150374,-0.1467985
1.65132E-07,0.2089921,-0.1489972
1.65243E-07,0.2029358,-0.1510229
1.65312E-07,0.199204,-0.1521751
1.6538E-07,0.1954688,-0.1532564
1.65449E-07,0.1917299,-0.1542667
1.65517E-07,0.1879876,-0.155206
1.65586E-07,0.1842416,-0.1560743
1.65655E-07,0.1804921,-0.1568717
1.65723E-07,0.1767391,-0.157598
1.65767E-07,0.1743135,-0.1580282
1.65812E-07,0.1718866,-0.158428
1.65856E-07,0.1694585,-0.1587973
1.659E-07,0.167029,-0.1591361
1.65945E-07,0.1645982,-0.1594446
1.65989E-07,0.162166,-0.1597226
1.66033E-07,0.1597326,-0.1599701
1.66112E-07,0.155412,-0.1603339
1.6619E-07,0.1510878,-0.1606007
1.66269E-07,0.14676,-0.1607706
1.66347E-07,0.1424286,-0.1608437
1.66426E-07,0.1380937,-0.1608199
1.66505E-07,0.1337553,-0.1606991
1.66583E-07,0.1294132,-0.1604815
1.66625E-07,0.1271226,-0.1603277
1.66666E-07,0.1248311,-0.1601471
1.66707E-07,0.1225388,-0.1599397
1.66749E-07,0.1202457,-0.1597056
1.6679E-07,0.1179518,-0.1594446
1.66832E-07,0.115657,-0.1591569
1.66873E-07,0.1133613,-0.1588424
1.66987E-07,0.1070238,-0.1578323
1.67102E-07,0.1006816,-0.1566256
1.67216E-07,0.09433451,-0.1552223
1.6733E-07,0.08798266,-0.1536224
1.67445E-07,0.08162602,-0.1518257
1.67559E-07,0.0752646,-0.1498325
1.67673E-07,0.06889839,-0.1476426
1.678E-07,0.0618115,-0.1449786
1.67927E-07,0.05472169,-0.1420986
1.68055E-07,0.04762896,-0.1390024
1.68182E-07,0.0405333,-0.1356901
1.68309E-07,0.03343473,-0.1321617
1.68436E-07,0.02633323,-0.1284172
1.68563E-07,0.01922881,-0.1244566
1.68616E-07,0.01627526,-0.1227565
1.68669E-07,0.01332159,-0.1210242
1.68722E-07,0.01036781,-0.1192598
1.68775E-07,0.007413907,-0.1174631
1.68827E-07,0.004459888,-0.1156344
1.6888E-07,0.001505753,-0.1137734
1.68933E-07,-0.001448498,-0.1118803
1.69025E-07,-0.006558824,-0.1085291
1.69116E-07,-0.01166857,-0.105097
1.69207E-07,-0.01677773,-0.1015841
1.69299E-07,-0.02188631,-0.0979903
1.6939E-07,-0.0269943,-0.09431563
1.69482E-07,-0.03210172,-0.09056009
1.69573E-07,-0.03720855,-0.08672368
1.69635E-07,-0.0406389,-0.08410903
1.69696E-07,-0.04406854,-0.08146618
1.69757E-07,-0.04749748,-0.07879513
1.69819E-07,-0.05092571,-0.07609587
1.6988E-07,-0.05435322,-0.07336842
1.69942E-07,-0.05778003,-0.07061276
1.70003E-07,-0.06120613,-0.0678289
1.70093E-07,-0.06622437,-0.06370128
1.70183E-07,-0.07124014,-0.05953252
1.70273E-07,-0.07625345,-0.05532264
1.70363E-07,-0.08126429,-0.05107163
1.70453E-07,-0.08627267,-0.04677948
1.70543E-07,-0.09127859,-0.04244621
1.70633E-07,-0.09628204,-0.0380718
1.70689E-07,-0.09937775,-0.03535224
1.70745E-07,-0.1024722,-0.03262446
1.708E-07,-0.1055653,-0.02988848
1.70856E-07,-0.1086571,-0.0271443
1.70912E-07,-0.1117477,-0.0243919
1.70967E-07,-0.1148369,-0.0216313
1.71023E-07,-0.1179249,-0.0188625
1.71087E-07,-0.1214862,-0.0156604
1.71152E-07,-0.1250454,-0.0124559
1.71216E-07,-0.1286025,-0.009248981
1.7128E-07,-0.1321575,-0.006039652
1.71345E-07,-0.1357104,-0.002827911
1.71409E-07,-0.1392612,0.000386242
1.71473E-07,-0.1428099,0.003602807
1.71565E-07,-0.1478532,0.008178107
1.71656E-07,-0.1528912,0.01273587
1.71747E-07,-0.157924,0.01727609
1.71839E-07,-0.1629516,0.02179878
1.7193E-07,-0.1679739,0.02630393
1.72022E-07,-0.172991,0.03079154
1.72113E-07,-0.1780028,0.03526161
1.72213E-07,-0.1834779,0.04011712
1.72313E-07,-0.1889453,0.04491963
1.72413E-07,-0.194405,0.04966913
1.72513E-07,-0.199857,0.05436562
1.72613E-07,-0.2053013,0.0590091
1.72713E-07,-0.2107378,0.06359957
1.72813E-07,-0.2161666,0.06813703
1.7291E-07,-0.2214322,0.07247728
1.73007E-07,-0.2266891,0.0767387
1.73105E-07,-0.2319373,0.08092129
1.73202E-07,-0.2371769,0.08502504
1.73299E-07,-0.2424077,0.08904996
1.73396E-07,-0.2476299,0.09299606
1.73493E-07,-0.2528435,0.09686331
1.73542E-07,-0.2554465,0.09875906
1.7359E-07,-0.2580472,0.1006303
1.73639E-07,-0.2606454,0.1024771
